产品网址：https://www.china-core.com/products_show.php?id=53&lm=16
产品结构：root->CCM4201S-P芯片-苏州国芯科技股份有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|CCM4201S-P 芯片|无|采用独立的 Cortex-M4F 内核进行设计，具有低功耗、高性能、多功能及高安全性等特点，主要应用于金融支付领域。典型工作频率 160MHz。针对金融应用的特点包括：芯片内部 32K 时钟源可用于 PCI 的防拆检测，内置独立 PCI 安全域，支持防拆（动态和静态）检测、电压检测、温度检测，通过了 PCI6.0 检测；内置开关机功能引脚，简化 POS 机电源管理电路，降低 BOM 成本；PXLP 模块增加一维码和二维码的图像处理和解码，配合 SSISLV 连接高速摄像头，实现扫码功能；ISO7816 模块读卡模式可通过 EMV 检测；提升硬件安全模块防护等级，达到商用密码产品安全芯片二级水平；内置 PLL，可将外部 12MHz、24MHz 等多种频率的时钟转化为 27.12MHz 时钟输出，为 NFC 芯片提供时钟。|

引脚,封装类型及引脚分配
引脚,QFN88  (10*10  *  0.75)
SPI(复用),3
I2C(复用),2
SSI(复用),1
SSISLV(复用),1
SCI(复用),3
ISO7816(复用),2
USB(复用),1(Full Speed)
PWM(复用),1(8通道)
PWMT(复用),3(4通道)
CAN(复用),2
EPORT(复用),49
I2S(复用),2
ADC(复用),6
ACMP(复用),2(8通道)
SDIO(防拆),8
MCC,1
DAC,1
