产品网址：http://www.i-core.cn/en/product_list/64.html
产品结构：root->-Wuxii-CoreElectronicsCo.,Ltd.

|产品名称|产品型号|功能描述|
|--|--|--|
|Automotive Grade Chip|无|Vehicle level logic，Vehicle grade signal chain|
|Display Driver|LED Display Driver|LED Panel Display，Ghost Elimination series，Constant Current Series|
|Display Driver|LCD Display Driver|Common Segment LCD，Low-Power Segment LCD，Dot Matrix，COG LCD，TFT Display|
|MCU|8-Bit Flash MCU|无|
|MCU|8-Bit Flash RISC MCU|无|
|MCU|9P Serise 8-Bit RISC MCU|无|
|MCU|8-Bit MTP RISC MCU|无|
|MCU|8-Bit OTP RISC MCU|无|
|MCU|32-Bit RISC-V MCU|无|
|MCU|32-Bit Speech IC|无|
|MCU|HC HCT|无|
|MCU|AHC AHCT|无|
|MCU|LV|无|
|MCU|LVC|无|
|MCU|LVT|无|
|MCU|AVC|无|
|MCU|AUP|无|
|MCU|4000|无|
|MCU|Analog Multiplexer/Demultiplexer|无|
|MCU|Level-Shifting|无|
|MCU|General Purpose Operational Amplifier|无|
|MCU|High-Speed Operational Amplifier|无|
|MCU|Precision Operational Amplifier|无|
|MCU|Current Detection Operational Amplifier|无|
|MCU|Audio Operational Amplifier|无|
|MCU|Comparator|无|
|MCU|Linear Regulator|无|
|MCU|Power Supply Monitor|无|
|MCU|Voltage Reference|无|
|MCU|Battery Management|无|
|MCU|DC-DC|无|
|MCU|PWM Controller|无|
|MCU|Leakage Protection|无|
|MCU|H-Bridge Driver|无|
|MCU|Stepping Motor Driver|无|
|MCU|MOSFET Driver|无|
|MCU|Gate Driver|无|
|MCU|Darlington Arrays|无|
|MCU|Sound Quality and Sound Effect Processing|无|
|MCU|Audio Suppporting|无|
|MCU|Learning Remote Control|无|
|MCU|Wireless Remote Control|无|
|MCU|Infrared Remote Control|无|
|MCU|Bus Interface|无|
|MCU|Telephone|无|
|MCU|Memory|无|
|MCU|Capacitive Touch Chip|无|
|MCU|Real-Time Clock Circuit|无|
|MCU|Pyroelectric Infrared|无|
|MCU|Measurement|无|
|MCU|Others|无|
