产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/275/p/2.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP 23× Starlight IR POE AI PTZ Camera（Qatar）|TC-H354S|Up to 2880×1620@30fps，Optical zoom: 23×, digital zoom 16×，Smart IR, IR Range: 150m，S+265/H.265/H.264/M-JPEG|
|5MP Starlight Motorized IR Dome Camera（Turkey）|TC-C35MS|Metal Housing，Motorized Lens 2.7-13.5mm，Up to 2880x1620@30fps，S+265/H.265/H.264/M-JPEG|
|8MP Fixed Panoramic Camera（Jordan）|TC-C382V|Metal+Plastic Housing，Up to 4640x1728@25fps，1/2.7" CMOS，S+265/H.265/H.264|
|2MP Motorized vari-focal Bullet Camera（Qatar）|TC-C32LS|Metal Housing，Up to 1920x1080@30fps，5-50mm，S+265/H.265/H.264/M-JPEG|
|5MP Super Starlight Motorized IR Bullet Camera（Qatar）|TC-C35LP|Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3072×1728@30fps, 1920×1080@60fps|
|5MP Super Starlight Motorized IR Dome Camera（Qatar）|TC-C35MP|Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3072×1728@30fps, 1920x1080@60fps|
|2MP Super Starlight Motorized IR Bullet Camera（Qatar）|TC-C32TP|Metal Housing，Motorized Lens 2.7-13.5mm，Up to 1920x1080@30fps|
|5MP Fixed EW Bullet Camera|TC-C35WQ|Metal Housing，Up to 2880x1620@30fps，S+265/H.265/H.264/M-JPEG|
|2MP Motorized Starlight IR Bullet Camera|TC-C32US|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 1920x1080@30fps|
|5MP Starlight Motorized IR Bullet Camera|TC-C35TS|Metal Housing，Motorized Lens 2.7-13.5mm，Up to 2880x1620@30fps, 1920x1080@60fps|
