产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/275/p/4.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Fixed Starlight IR Dome Camera|TC-C35KS|Metal+Plastic Housing，Up to 2592x1944@20fps，S+265/H.265/H.264|
|4MP Fixed Turret Camera|TC-C34XN|Metal+Plastic Housing，Up to 2560x1440@20fps，S+265/H.265/H.264|
|5MP Super Starlight Motorized IR Dome Camera|TC-C35MP|Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3072×1728@30fps, 1920x1080@60fps|
|5MP Super Starlight Motorized IR Bullet Camera|TC-C35LP|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3072×1728@30fps, 1920×1080@60fps|
|8MP Fixed EW Camera|TC-C38XQ|Default: Metal，Up to 3840x2160@20fps，S+265/H.265/H.264|
|8MP Fixed EW Camera|TC-C38WQ|Default: Metal+Plastic, M: Metal Housing，Up to 3840x2160@25fps|
|8MP Starlight Motorized IR Bullet Camera|TC-C38TS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3840×2160@30fps|
|8MP Starlight Motorized IR Dome Camera|TC-C38MS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3840x2160@20fps|
|8MP Fixed Starlight IR Dome Camera|TC-C38KS|Metal+Plastic Housing，Up to 3840x2160@20fps，S+265/H.265/H.264|
|5MP Fixed EW Camera|TC-C35XQ|Default: Metal，Up to 2880x1620@25fps，S+265/H.265/H.264|
