产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/275/p/6.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|4MP Fixed Starlight IR Bullet Camera|TC-C34QN|Metal+Plastic Housing，Up to 2688X1520@25fps，FOV: 83.2°(H), 43°(V)，TDWR(120dB)|
|4MP Fixed IR Bullet Camera|TC-C34QN|Metal+Plastic Housing，Up to 2560x1440@20fps，S+265/H.265/H.264|
|2MP Motorized Starlight IR Dome Camera|TC-C32MS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 1920x1080@30fps，S+265/H.265/H.264|
|2MP Starlight Motorized IR Bullet Camera|TC-C32TS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 1920x1080@30fps|
|5MP Starlight Motorized IR Bullet Camera|TC-C35MS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 2592x1944@30fps, 1920x1080@60fps|
|2MP Fixed Starlight IR Bullet Camera|TC-C32WS|Metal+Plastic，Up to 1920x1080@30fps，S+265/H.265/H.264|
|5MP Fixed Starlight IR Turret Camera|TC-C35XS|Default: Metal+Plastic, M: Metal Housing，Up to 2592x1944@20fps，S+265/H.265/H.264|
|8MP Starlight Motorized IR Bullet Camera|TC-C38TSP|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3840×2160@30fps|
|2MP Starlight Motorized IR Bullet Camera|TC-C32TS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 1920x1080@30fps，S+265/H.265/H.264/M-JPEG|
|2MP Starlight Motorized IR Dome Camera|TC-C32MS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 1920x1080@30fps，S+265/H.265/H.264/M-JPEG|
