产品网址：https://korea.tiandy.com/index.php?s=/Home/Product/lists/category/263.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Fixed Starlight IR Turret Camera|TC-C35XS|内置麦克风，支持最大 512G Micro SD 卡，音频输入/输出 1/1，报警输入/输出 1/1，IP66|
|5MP Motorized Starlight IR Bullet Camera|TC-C35US|全金属外壳，电动镜头 2.8-12mm，最低照度彩色：0.002Lux@F1.6，120dB WDR，POE，IP67|
|5MP Motorized Starlight IR Dome Camera|TC-C35MS|全金属外壳，最低照度彩色：0.002Lux@F1.6，120dB WDR，智能红外，红外范围：30m，POE，IP67，IK10|
|5MP Motorized Starlight IR Turret Camera|TC-C35SS|全金属外壳，最低照度彩色：0.002Lux@F1.6，120dB WDR，智能红外，红外范围：30m，POE，IP67，IK10|
|5MP Fisheye Camera|TC-C35VN|塑料外壳，最高可达 2592x1944@25fps，最低照度彩色：0.02Lux@F2.0，热图，POE|
|5MP Fixed Starlight IR Bullet Camera|TC-C35WS|默认：金属+塑料，M：金属外壳，最高可达 2592x1944@20fps，最低照度彩色：0.002Lux@F1.6，120dB WDR，POE，IP67|
|5MP Fixed Starlight IR Turret Camera|TC-C35XS|默认：金属+塑料，M：金属外壳，最高可达 2592x1944@20fps，最低照度彩色：0.002Lux@F1.6，120dB WDR，POE，IP67|
|5MP Fixed Starlight IR Dome Camera|TC-C35KS|金属+塑料外壳，最高可达 2592x1944@20fps，最低照度彩色：0.002Lux@F1.6，120dB WDR，POE，IP67，IK10|
|5MP Fixed Starlight IR Bullet Camera|TC-C35WS|金属+塑料，最高可达 2592×1944@20fps，最低照度彩色：0.002Lux@F1.6，音频输入/输出 1/1，报警输入/输出 1/1，POE，IP67|
|5MP Fixed Starlight IR Turret Camera|TC-C35XS|金属+塑料，最高可达 2592×1944@20fps，最低照度彩色：0.002Lux@F1.6，内置麦克风，SD 卡插槽，复位按钮，POE，IP66|
