产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/275/p/5.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Fixed Starlight IR Bullet Camera|TC-C35WS|Default: Metal+Plastic, M: Metal Housing，Up to 2592x1944@20fps|
|5MP Fixed EW Camera|TC-C35WQ|Default: Metal，Up to 2880x1620@25fps，S+265/H.265/H.264|
|5MP Motorized Starlight IR Bullet Camera|TC-C35US|Full Metal Housing，Motorized Lens 2.8-12mm|
|5MP Motorized Starlight IR Dome Camera|TC-C35MS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 2592×1944@20fps|
|4MP Fixed Starlight IR Bullet Camera|TC-C34WS|Default: Plastic, M: Metal Housing，Up to 2560×1440@25fps|
|4MP Fixed Starlight IR Bullet Camera|TC-C34QN|Metal+Plastic Housing，Up to 2688X1520@25fps，S+265/H.265/H.264|
|2MP Fixed Turret Camera|TC-C32XN|Metal+Plastic Housing，Up to 1920x1080@30fps，S+265/H.265/H.264|
|Dual 2MP Fixed IR Bullet Camera|TC-C32RN|Dual Lense,Dual Sensor,One IP Channel，Metal+Plastic Housing|
|2MP Fixed Bullet Camera|TC-C32QN|Metal+Plastic Housing，Up to 1920x1080@30fps，S+265/H.265/H.264|
|8MP Fixed Starlight IR Bullet Camera|TC-C38WS|Full Metal Housing，Up to 3840x2160@20fps，S+265/H.265/H.264|
