产品网址：https://korea.tiandy.com/index.php?s=/Home/Product/lists/category/275.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Starlight Motorized IR Bullet Camera|TC-C35MS|Full Metal Housing<br>Motorized Lens 2.7-13.5mm<br>Up to 2592x1944@30fps, 1920x1080@60fps|
|2MP Fixed Starlight IR Bullet Camera|TC-C32WS|Metal+Plastic<br>Up to 1920x1080@30fps<br>S+265/H.265/H.264|
|5MP Fixed Starlight IR Turret Camera|TC-C35XS|Default: Metal+Plastic, M: Metal Housing<br>Up to 2592x1944@20fps<br>S+265/H.265/H.264|
|8MP Starlight Motorized IR Bullet Camera|TC-C38TSP|Full Metal Housing<br>Motorized Lens 2.7-13.5mm<br>Up to 3840×2160@30fps|
|2MP Starlight Motorized IR Bullet Camera|TC-C32TS|Full Metal Housing<br>Motorized Lens 2.7-13.5mm<br>Up to 1920x1080@30fps<br>S+265/H.265/H.264/M-JPEG|
|2MP Starlight Motorized IR Dome Camera|TC-C32MS|Full Metal Housing<br>Motorized Lens 2.7-13.5mm<br>Up to 1920x1080@30fps<br>S+265/H.265/H.264/M-JPEG|
|5MP Starlight Motorized IR Bullet Camera|TC-C35TS|Full Metal Housing<br>Motorized Lens 2.7-13.5mm<br>Up to 2592x1944@30fps, 1920x1080@60fps<br>S+265/H.265/H.264/M-JPEG|
|8MP Starlight Motorized IR Bullet Camera|TC-C38TS|Full Metal Housing<br>Motorized Lens 2.7-13.5mm<br>Up to 3840×2160@30fps<br>S+265/H.265/H.264/M-JPEG|
