产品网址：https://korea.tiandy.com/index.php?s=/Home/Product/lists/category/267.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|8MP Fixed EW Camera|TC-C38XQ|Up to 3840x2160@20fps，S+265/H.265/H.264/M-JPEG，Min. illumination Color: 0.002Lux@F1.6，Smart IR, IR Range: 30m|
|8MP Fixed Panoramic Camera|TC-C382V|Metal+Plastic Housing，Up to 4640x1728@25fps，1/2.7" CMOS，S+265/H.265/H.264，Min. illumination Color: 0.0001Lux@F1.0|
|8MP Fixed EW Camera|TC-C38WQ|Default: Metal+Plastic, M: Metal Housing，Up to 3840x2160@25fps，S+265/H.265/H.264，Min. illumination Color: 0.002Lux@F1.6|
|8MP Fixed EW Camera|TC-C38XQ|Default: Metal，Up to 3840x2160@20fps，S+265/H.265/H.264，Min. illumination Color: 0.002Lux@F1.6|
|8MP Starlight IR Bullet Camera|TC-C38WS|Full Metal Housing，Up to 3840×2160@30fps，S+265/H.265/H.264/M-JPEG，Min. illumination Color: 0.003Lux@F1.6|
|8MP Starlight IR Turret Camera|TC-C38XS|Full Metal Housing，Up to 3840×2160@30fps，S+265/H.265/H.264/M-JPEG，Min. illumination Color: 0.003Lux@F1.6|
|8MP Starlight Motorized IR Bullet Camera|TC-C38TS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3840×2160@30fps，S+265/H.265/H.264/M-JPEG，Min. illumination Color: 0.003Lux@F1.6|
|8MP Starlight Motorized IR Turret Camera|TC-C38SS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3840×2160@30fps，S+265/H.265/H.264/M-JPEG|
|8MP Starlight Motorized IR Dome Camera|TC-C38MS|Full Metal Housing，Motorized Lens 2.7-13.5mm，Up to 3840×2160@30fps，S+265/H.265/H.264/M-JPEG，Min. illumination Color: 0.003Lux@F1.6|
