company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/185,CX8522,是一款输入 8V-30V，内置 High-side 以及 Low-side，可支持 3A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时具有恒流和精确的恒压控制环路实现负载调整率和线性调整率；可支持最大 2.8V 线补（ILOAD=3A）；无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制；是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8522,2297128348,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/186,CX8523,是一款输入 8V-30V，内置 High-side 以及 Low-side，可支持 3.6A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时具有恒流和精确的恒压控制环路实现负载调整率和线性调整率。无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制。是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8523,754386485,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/187,CX8525,输入 8V-30V，内置 High-side 以及 Low-side，可支持 3.1A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时具有恒流和精确的恒压控制环路实现负载调整率和线性调整率。无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制。是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8525,8423729197,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/193,CX8571,是一款降压型 PWM 控制器，可驱动双路输出 8A（4A+4A）负载电流，工作电压范围为 9V 到 40V，具有同步工作模式，采用 MSOP10 封装，可工作在 CC（恒流输出）或 CV（恒压输出）两种模式，过流保护电流值可通过外部电流检测电阻设置，适用于有限流要求的 DCDC 开关电源,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8571,7497996575,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/192,CX8576,是一款输入耐压 30V，能够实现精确恒压以及双路恒流的降压型 DC-DC 转换器，内置 10mΩ High-side N MOS 以及 10mΩ Low-side NMOS，可支持 4.8A 持续输出电流，输出电压可调，最大可支持 95%占空比，通过 COMP/EN 引脚逻辑电平拉低来实现外部关断功能，并进入待机模式，外部补偿使反馈控制环路具有良好的线压调整率和负载调整率，且外围设计灵活，是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8576,6457863919,无,0
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/343,CX8576Q,一种高效、高压、同步的降压系统，集成高侧和低侧功率的 DC-DC 转换器，宽输入范围从 4.75V 到 36V，输出电压从 0.8V 到 VIN，高达 4.8A 连续输出电流，可配置为单一输出，每个输出具有独立的恒定电流（CC）调节，具有多种保护功能，开关频率在内部设置为 110kHz，采用 QFN20L-5×5 封装,DC|DC电源芯片,5344612207,CX8576Q,1740054810,无,0,无,0
苏州星烁纳米科技有限公司,100V 降压 DC/DC 开关转换器,http://www.cxwic.com/?product/293,CX8801,9V 至 100V 高电压、同步降压控制器，可在 9V 至 100V 的宽输入范围内工作，提供 10A 的连续负载电流，效率高达 96%，采用固定频率的峰值电流控制，内置补偿功能，不需要外部元件，具有保护功能，可以保护负载免受欠压、过流和过温等故障的影响,DC|DC电源芯片,5344612207,100V降压DC/DC开关转换器,4559725826,CX8801,7137841391,无,0
苏州星烁纳米科技有限公司,100V 降压 DC/DC 开关转换器,http://www.cxwic.com/?product/294,CX8802,宽范围输入电压高达 9V 至 100V 的非同步降压转换器，集成了 120V 400-mΩ 的高压侧 MOSFET，采用内置补偿的固定频率峰值电流控制，提供 1.5A 的连续负载电流，效率高达 95%，具有多种保护功能,DC|DC电源芯片,5344612207,100V降压DC/DC开关转换器,4559725826,CX8802,834070473,无,0
苏州星烁纳米科技有限公司,100V 降压 DC/DC 开关转换器,http://www.cxwic.com/?product/295,CX8803,是一款输入电压达 9V 至 80V 的高耐压异步降压转换器，集成了一个 80V400mΩ 的高压侧 MOSFET，可提供 2A 的连续负载电流，效率高达 95%，采用内置补偿的固定频率峰值电流控制，无需使用外部元件，具有保护功能，可保护负载免受欠压、过流和过温等故障的影响,DC|DC电源芯片,5344612207,100V降压DC/DC开关转换器,4559725826,CX8803,2179953740,无,0
苏州星烁纳米科技有限公司,DC-DC 电源芯片,http://www.cxwic.com/?product/410,CX8806,9V 至 100V 输入电压范围，10A 连续输出电流，96%峰值效率，600µA 工作静态电流，峰值电流模式控制，150kHz 固定频率，易于使用的内部补偿，高达 91%的占空比，0.8V 电压基准，1µA 关断电流，短路锁定模式，采用 MSOP10 封装，应用于车载充电器、电池充电器、电源适配器等,DC|DC电源芯片,5344612207,CX8806,8773877142,无,0,无,0
苏州星烁纳米科技有限公司,100V 降压 DC/DC 开关转换器,http://www.cxwic.com/?product/357,CX8810,是一款高耐压同步降压转换器，输入电压范围 9V-100V，提供 4A 连续负载电流，效率高达 96%，采用固定频率峰值电流控制，内置补偿，具有多种保护功能，采用 QFN-20（5*5）封装,DC|DC电源芯片,5344612207,100V降压DC/DC开关转换器,4559725826,CX8810,7974872715,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/180,CX8822,是一款输入耐压可达 36V，能够实现精确恒压以及恒流的降压型 DC-DC 转换器，内置 50mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 3A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能调整率，是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8822,5632381024,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/182,CX8823,输入 8V-30V，内置 High-side 以及 Low-side，可支持 3.1A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时具有恒流和精确的恒压控制环路实现负载调整率和线性调整率。无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制。是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8823,9120882772,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/183,CX8824,是一款输入耐压可达 32V，能够实现精确恒压以及恒流的降压型 DC-DC 转换器，内置 60mΩ High-side PMOS 以及 40mΩ Low-side NMOS，可支持 2.4A 持续输出电流，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能调整率，是一款应用极简，性能卓越，稳定可靠的恒压恒流降压型 DC-DC 转换器,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8824,1495154025,无,0
苏州星烁纳米科技有限公司,降压 DC/DC 开关转换器,http://www.cxwic.com/?product/184,CX8825,是一款输入耐压可达 36V，并且能够实现精确恒压以及恒流的降压型 DC-DC 转换器。内置 50mΩ High-side PMOS 以及 30mΩ Low-side NMOS，可支持 3A 持续输出电流，输出电压可调，最大可支持 100%占空比。具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率。无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能。应用范围包括汽车充电器、照明灯、便携式设备供电电源等。,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8825,909961403,无,0
苏州星烁纳米科技有限公司,降压DC/DC开关转换器,http://www.cxwic.com/?product/195,CX8830,是一款输入耐压可达30V，能够实现精确恒压以及恒流的降压型DC-DC转换器，内置50mΩHigh-side PMOS以及30mΩLow-side NMOS，可支持3A持续输出电流，输出电压可调，最大可支持100%占空比，具备高性能的负载响应以及输入电压响应能力，同时精确的恒压和恒流控制环路实现极小的负载调整率和线性调整率，无需外部补偿，可以依靠自身内置稳定环路实现恒流以及恒压控制，同时具备线缆压降补偿功能，内置多种快充协议,DC|DC电源芯片,5344612207,降压DC/DC开关转换器,1990637170,CX8830,5789703482,无,0
苏州星烁纳米科技有限公司,同步降压DC-DC+快充协议芯片,http://www.cxwic.com/?product/481,CX8831CB,内置多种快充协议，采用COT控制模式，内置电流采样电路和纹波补偿电路，内置双N型低阻抗功率开关管，输入工作电压最高到36V，输出电压范围是3.3V到21V，能提供最大45W的输出功率，根据识别到的快充协议调整输出电压和电流，能自适应输入电压，依据输入电压自动调节输出功率，输出具有CV/CC特性，带有线缆补偿功能，支持二次烧录，可实现在线升级，具备多重安全保护,DC|DC电源芯片,5344612207,CX8831CB,8983420055,无,0,无,0
