产品网址：https://lthpc.com/products/detail/20
产品结构：root->W4232G2

|产品名称|产品型号|功能描述|
|----|----|----|
|W4232 G2|无|基于 Intel C621A 系列芯片组的高性价比静音 GPU 工作站产品，采用最新的第三代英特尔至强可扩展系列处理器，提供 16 槽位的内存扩展和 6 个 PCI-E 4.0 扩展插槽，可用于人工智能、大数据分析、智能医疗等各种并行初学者，可应用于教研室、办公室等科研版公共场所|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket P+ LGA-4189
处理器和芯片组,处理器类型,至强
处理器和芯片组,支持的处理器,白银43XX
处理器和芯片组,,黄金53XX
处理器和芯片组,,黄金63XX
处理器和芯片组,,铂金83XX
处理器和芯片组,热设计功率 (TDP),270W
处理器和芯片组,芯片组制造商,英特尔
处理器和芯片组,芯片组型号,C621A
内存,最大内存,4TB
内存,内存技术,DDR4 NVDIMM
内存,,支持Intel® Optane™ 持久内存200系列
内存,内存标准,DDR4- 3200/2933/2666MHz ECC DDR4 RDIMM/LRDIMM
内存,总内存槽数,16
硬盘,SATA3,SATA3 (6Gbps)
硬盘,,"RAID 0,1,5,10"
硬盘,NVMe,4个NVME驱动器(可选)
硬盘,M.2,2个NVME M.2（2280，22110）
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2600 BMC
I/O扩展,PCI Express,5 个 PCI-E 4.0 x16 插槽
I/O扩展,,1 个 PCI-E 4.0 x8 插槽
驱动器托架,热插拔,8个 2.5/3.5 英寸热插拔驱动器托架
接口/端口,USB 3.0 端口总数,7
接口/端口,SATA接口数量,8
接口/端口,局域网,1 个 RJ45 管理端口（shared with lan 1)
接口/端口,,1个RJ45千兆网络端口
接口/端口,板载视频,1 个 VGA 接口
电源说明,电源数量,2
电源说明,冗余电源,是
电源说明,最大电源功率,1200W
电源说明,认证,80Plus 铂金
物理特性,颜色,黑
物理特性,外形规格,机架式/塔式
物理特性,机架高度,4U
物理特性,高度,17.8''
物理特性,宽度,7.0''
物理特性,深度,25.5''
