产品网址：https://lthpc.com/products/detail/33
产品结构：root->W7234G2V4

|产品名称|产品型号|功能描述|
|----|----|----|
|静音超级计算工作站|W7234 G2V4|采用自研的高效液冷散热系统，将计算单元的热量快速转移，为机器“降温”。采用最新的第三代英特尔至强可扩展系列处理器，提供 16 槽位的内存扩展和 7 个 PCI-E 4.0 扩展插槽，可用于人工智能、大数据分析、智能医疗等各种并行初学者，是一款可满足科研，教育，AI 加速应用的 GPU 工作站产品。超静音的特性使其可应用于教研室，办公室等科研办公共场所。|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket P+ LGA-4189
处理器和芯片组,处理器类型,至强
处理器和芯片组,支持的处理器,白银43XX
处理器和芯片组,,黄金53XX
处理器和芯片组,,黄金63XX
处理器和芯片组,,铂金83XX
处理器和芯片组,热设计功率 (TDP),270W
处理器和芯片组,芯片组制造商,英特尔
处理器和芯片组,芯片组型号,C621A
内存,最大内存,4TB
内存,内存技术,DDR4 NVDIMM
内存,,支持Intel® Optane™ 持久内存200系列
内存,内存标准,DDR4- 3200/2933/2666MHz ECC DDR4 RDIMM/LRDIMM
内存,总内存槽数,16
硬盘,SATA3,SATA3 (6Gbps)
硬盘,,"RAID 0,1,5,10"
硬盘,NVMe,
硬盘,M.2,2个NVME M.2（2280，22110）
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2600 BMC
I/O扩展,PCI Express,6个 PCI-E 4.0 x16 插槽
I/O扩展,,1 个 PCI-E 4.0 x8 插槽
驱动器托架,热插拔,5个前置3.5/2.5 英寸热插拔驱动器托架
驱动器托架,,2个内置2.5/3.5英寸非热插拔驱动器托架
接口/端口,USB 3.0 端口总数,5
接口/端口,SATA接口数量,10
接口/端口,局域网,1 个 RJ45 管理端口
接口/端口,,2个RJ45万兆网络端口
接口/端口,板载视频,1 个 VGA 接口
电源说明,电源数量,1/2（可选）
电源说明,冗余电源,否
电源说明,最大电源功率,1600W/2000W/2400W（可选）
电源说明,认证,80Plus 钛金
物理特性,颜色,银白
物理特性,外形规格,塔式
物理特性,机架高度,4U
物理特性,高度,"27.5"""
物理特性,宽度,"9.0"""
物理特性,深度,"25.5"""
