产品网址：https://lthpc.com/products/detail/101
产品结构：root->G4234G3V2

|产品名称|产品型号|功能描述|
|----|----|----|
|服务器|G4234 G3V2|基于第四代或第五代英特尔至强可扩展处理器构建，具备高性价比、高性能、优异的扩展能力、高可靠性等特性。可支持各种类型的 GPU 卡，支持机架式和塔式两种形态，能够更好的满足客户多种应用场景的需求，为人工智能、建模仿真、图形渲染等应用提供最佳的硬件平台。|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket E LGA-4677
处理器和芯片组,处理器类型,至强
处理器和芯片组,支持的处理器,白银44XX
处理器和芯片组,,白银45XX
处理器和芯片组,,黄金54XX
处理器和芯片组,,黄金55XX
处理器和芯片组,,黄金64XX
处理器和芯片组,,黄金65XX
处理器和芯片组,,铂金84XX
处理器和芯片组,,铂金85XX
处理器和芯片组,热设计功率 (TDP),350W
处理器和芯片组,芯片组制造商,英特尔
处理器和芯片组,芯片组型号,C741
内存,最大内存,4TB
内存,内存技术,DDR5
内存,内存标准,DDR5- 4400/4800/5600MHz ECC DDR5 RDIMM
内存,总内存槽数,16
硬盘,SATA3,SATA3 (6Gbps)
硬盘,,"RAID 0,1,5,10"
硬盘,NVMe,
硬盘,M.2,2个M.2(2280/22110，PCIe 4.0 x4)
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2600 BMC
I/O扩展,PCI Express,4个PCIe 5.0 x16双宽插槽
I/O扩展,,2个PCIe 5.0 x16单宽插槽
I/O扩展,,1个PCIe 5.0 x8单宽插槽
驱动器托架,热插拔,12个 3.5 英寸前置热插拔驱动器托架
接口/端口,USB 3.0 端口总数,4
接口/端口,SATA接口数量,12
接口/端口,局域网,1个1Gb RJ45专用管理网口
接口/端口,,2个1Gb RJ45数据网口
接口/端口,板载视频,2个VGA接口
电源说明,电源数量,2
电源说明,冗余电源,是的
电源说明,最大电源功率,2400W
电源说明,认证,80Plus 铂金
物理特性,颜色,黑色
物理特性,外形规格,机塔互换式
物理特性,机架高度,4U
物理特性,高度,6.9‘’
物理特性,宽度,17.2‘’
物理特性,深度,26.8‘’
