产品网址：https://lthpc.com/products/detail/108
产品结构：root->WA7232G3

|产品名称|产品型号|功能描述|
|--|--|--|
|服务器|WA7232 G3|采用最新 AMD 第四代可扩展系列处理器，支持 2 块风冷 GPU，可支持 12 块热插拔硬盘模组，提供强大的计算及存储能力，可广泛应用于高性能计算、云计算、3D 渲染和大数据等应用|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket SP5
处理器和芯片组,处理器类型,霄龙
处理器和芯片组,支持的处理器,AMD EPYC™ 9004系列
处理器和芯片组,热设计功率 (TDP),400W
处理器和芯片组,芯片组制造商,AMD
处理器和芯片组,芯片组型号,System on Chip
内存,最大内存,6TB
内存,内存技术,DDR5
内存,内存标准,DDR5 4800 MHz RDIMM
内存,总内存槽数,24
硬盘,SATA3,SATA3 (6Gbps)
硬盘,,"RAID 0,1,5,10"
硬盘,NVMe,12个NVME
硬盘,M.2,
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2600 BMC
I/O扩展,PCI Express,支持4个PCI-e 5.0 x16扩展插槽
驱动器托架,热插拔,12个 3.5 英寸前置热插拔驱动器托架
接口/端口,USB 3.0 端口总数,4
接口/端口,SATA接口数量,12
接口/端口,局域网,1 个 RJ45 管理端口
接口/端口,,2个RJ45万兆网络端口
接口/端口,板载视频,1个VGA接口
电源说明,电源数量,1/2（可选）
电源说明,冗余电源,否
电源说明,最大电源功率,1600W/2000W/2400W（可选）
电源说明,认证,80Plus 铂金
物理特性,颜色,银白
物理特性,外形规格,塔式
物理特性,机架高度,4U
物理特性,高度,"27.5"""
物理特性,宽度,"9.0"""
物理特性,深度,"25.5"""
