产品网址：https://lthpc.com/products/detail/95
产品结构：root->GA2232G2V3

|产品名称|产品型号|功能描述|
|--|--|--|
|服务器|GA2232 G2V3|基于第二代及第三代 AMD EPYC™ 处理器打造，可支持 7002&7003 系列处理器。采用模块化设计方式，可根据业务需求进行弹性配置，具备卓越的计算性能和丰富的扩展能力，适用于云计算、虚拟化、高性能计算和人工智能等应用。支持 2 颗 AMD EPYC™ 7002/7003 系列处理器，单 CPU 最高拥有 64 个内核及 128 线程，最大支持 TDP 280W CPU；4 个 xGMI 互连链路，充分发挥 CPU 算力；支持 32 个 DDR4 内存，频率最高可达 3200MHz，可提供优异的内存带宽和容量。硬件模块解耦设计，实现了计算、存储、网络的灵活配置，满足不同业务需求；支持最多 6 个 U.2 NVMe，满足高速；支持最多 10 个标准 PCIe 扩展槽，支持训练和推理 GPU；支持 1 个 OCP NIC 3.0 网络扩展，可选扩展 4×1GbE / 2×10Gb SFP+ / 4×10Gb SFP+/ 2×25Gb SFP28 网络配置。集成智能管理芯片，提供开放的管理平台，支持 IPMI2.0、Redfish、SNMP 等多种管理协议；支持远程 KVM、虚拟媒介、关键部件状态监控、异常报警等各种管理功能，实现了全面的远程系统级智能管理。|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket SP3
处理器和芯片组,处理器类型,霄龙
处理器和芯片组,支持的处理器,AMD EPYC™ 7003/7002系列
处理器和芯片组,热设计功率 (TDP),280W
处理器和芯片组,芯片组制造商,AMD
处理器和芯片组,芯片组型号,System on Chip
内存,最大内存,8TB
内存,内存技术,DDR4
内存,内存标准,DDR4-3200/2933/2666MHz ECC DDR4 RDIMM/LRDIMM
内存,总内存槽数,32
硬盘,SATA3,SATA3(6Gbps)
硬盘,NVMe,6个U.2
硬盘,M.2,1 个SATA M.2（2280）
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2600 BMC
I/O扩展,PCI Express,最大支持10个PCI-E扩展插槽
驱动器托架,热插拔,8个 3.5 英寸热插拔驱动器托架
接口/端口,USB 3.0 端口总数,4
接口/端口,SATA接口数量,8
接口/端口,局域网,1个1Gb RJ45专用管理网口
接口/端口,板载视频,前置1个VGA
接口/端口,,后置1个VGA
电源说明,电源数量,2
电源说明,冗余电源,是的
电源说明,最大电源功率,2000W
电源说明,认证,80Plus 铂金
物理特性,颜色,银白
物理特性,外形规格,机架式
物理特性,机架高度,2U
物理特性,高度,3.5''
物理特性,宽度,17.2''
物理特性,深度,25.5''
