产品网址：https://lthpc.com/products/detail/79
产品结构：root->SR223V2

|产品名称|产品型号|功能描述|
|----|----|----|
|服务器|SR223 V2|基于 Ampere®公司 ARM 架构的双路 Altra™多核 64 位处理器开发，支持最大 32 条 3200MT/s DDR4 ECC 内存，支持最大 128 PCIe Gen4 lanes，支持多种灵活的存储方案，支持灵活 IO 卡配置方案，支持最大 8 张 PCIe 标卡和 1 张 OCP3.0 MEZZ 卡，通过 BMC Web 管理界面和面板上的 LED 指示灯指引技术人员快速找到故障组件，板载 BMC 集成管理模块能够持续监控系统参数、触发告警，支持边带管理（NC-SI）特性，支持管理网口和业务网口复用，高效率的 VRD 电源设计方案，全方位优化的系统散热设计|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket LGA-4926
处理器和芯片组,处理器类型,Altra/AltraMax
处理器和芯片组,支持的处理器,Altra/AltraMax系列
处理器和芯片组,热设计功率 (TDP),250W
处理器和芯片组,芯片组制造商,Ampere
处理器和芯片组,芯片组型号,Armv8.2
内存,最大内存,8 TB
内存,内存技术,DDR4 NVDIMM
内存,内存标准,DDR4- 3200/2933/2666MHz ECC DDR4 RDIMM/LRDIMM
内存,总内存槽数,32
硬盘,SATA3,SATA3 （6Gbps）
硬盘,NVMe,12个NVMe(选配)
硬盘,M.2,2
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2500
I/O扩展,PCI Express,PCI Express 4个 PCIe 4.0 x16（FHFL）插槽
I/O扩展,,4个PCIe 4.0 x8（FHHL）插槽
驱动器托架,热插拔,12
接口/端口,USB 3.0 端口总数,USB 3.0 端口总数 2个USB3.0（Rear）
接口/端口,,1个USB3.0（Front）
接口/端口,SATA接口数量,12（选配）
接口/端口,局域网,局域网1 个 RJ45 管理端口
接口/端口,,1个COM接口
接口/端口,板载视频,板载视频 2个VGA 接口
电源说明,电源数量,2
电源说明,冗余电源,是
电源说明,最大电源功率,1600W
电源说明,认证,铂金认证
物理特性,颜色,银白
物理特性,外形规格,机架式
物理特性,机架高度,2U
物理特性,高度,87mm
物理特性,宽度,447mm
物理特性,深度,797.5mm
