产品网址：https://lthpc.com/products/detail/96
产品结构：root->GA4238G3V3

|产品名称|产品型号|功能描述|
|----|----|----|
|GPU 服务器|GA4238 G3V3|基于 AMD 最新 EPYC 处理器的 4U 双路 GPU 服务器，支持 24 个 DDR5-4800MHz 内存，最大支持 13 个 PCI-E 5.0 扩展插槽，提供 2 倍于 PCI-E 4.0 的性能和带宽，多种硬盘配置可选，最高可支持 12 个 3.5 寸或 24 个 2.5 寸热插拔硬盘位，其中 8 个盘位原生支持 PCI-E 5.0 协议的 U.2 接口，相较于普通 SSD 可提供更高的 IO 读写能力和更低的延迟，满足高速读写的需求，GPU 支持直连和 switch 两种拓扑方式，最高可以支持 10 张全高全长双宽 GPU，可用于人工智能、大数据分析、智能医疗等各种并行计算密集型应用|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket SP5
处理器和芯片组,处理器类型,霄龙
处理器和芯片组,支持的处理器,AMD EPYC™ 9004系列
处理器和芯片组,热设计功率 (TDP),400W
处理器和芯片组,芯片组制造商,AMD
处理器和芯片组,芯片组型号,System on Chip
内存,最大内存,6TB
内存,内存技术,DDR5
内存,内存标准,DDR5-4800MHz ECC DDR5 RDIMM
内存,总内存槽数,24
硬盘,SATA3,SATA3(6Gbps)
硬盘,NVMe,4个 NVMe 驱动器
硬盘,M.2,1个 M.2 (2280/22110)
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2500 BMC
I/O扩展,PCI Express,8 个PCIE 5.0 X16 插槽
I/O扩展,,1个PCIE 5.0 X16 插槽
I/O扩展,,2个PCIE 5.0 X 8 插槽
驱动器托架,热插拔,12个 3.5 英寸热插拔驱动器托架
接口/端口,USB 3.0 端口总数,4
接口/端口,SATA接口数量,12
接口/端口,局域网,1个RJ45管理网口
接口/端口,板载视频,2个VGA接口
电源说明,电源数量,4
电源说明,冗余电源,是的
电源说明,最大电源功率,3000W
电源说明,认证,80Plus 铂金
物理特性,颜色,银白
物理特性,外形规格,机架式
物理特性,机架高度,4U
物理特性,高度,6.9''
物理特性,宽度,17.6''
物理特性,深度,32.3''
