产品网址：https://korea.tiandy.com/index.php?s=/Home/Product/lists/category/235.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|网络摄像机|AK|2MP|
|网络摄像机|Spark|2MP、4MP|
|网络摄像机|슈퍼라이트|2MP、4MP|
|网络摄像机|라이트|2MP、4MP、5MP、8MP|
|网络摄像机|프로|2MP、5MP、8MP|
|网络摄像机|울트라|5MP|
|网络摄像机|WiFi|2MP、3MP|
|PTZ 摄像机|프로|SMD、Turbo AI+、AEW|
|PTZ 摄像机|울트라|Laser、Panorama、Thermal|
|网络视频录像机|AK|1HDD|
|网络视频录像机|Spark|1HDD|
|网络视频录像机|슈퍼라이트|1HDD|
|网络视频录像机|라이트|1HDD、2HDD、4HDD|
|网络视频录像机|프로|2HDD、4HDD、8HDD、16HDD、24HDD|
|网络视频录像机|AI 人工智能|2HDD|
|网络视频录像机|POE NVR|1HDD、2HDD、4HDD|
|VMS（综合管理解决方案）|K1000|无|
|VMS（综合管理解决方案）|K2000|无|
|项目解决方案|网络摄像机|无|
|项目解决方案|PTZ 摄像机|无|
