产品网址：http://en.tiandy.com/index.php?s=/Home/Product/detail/id/1078.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Fixed Starlight IR Bullet Camera|TC-C35WS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR，Smart IR, IR range 50m，Support microSD/microSDHC/microSDXC card, up to 512 GB，Support smart surveillance，Support human/vehicle classification，Operating conditions -40℃~65℃, humidity 95% or less (no condensation)，DC12V±25%,Max. 7W, POE 802.3af,Max. 7.5W，IP67|

Camera,Unnamed: 1
Image Sensor,"1/2.7""CMOS"
Min. Illumination,"Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR"
Shutter Time,1s~1/100000s
Day&Night,IR-cut filter with auto switch (ICR)
WDR,120dB
S/N,>39dB
Angle Adjustment,0~360°(P); 0~90°(T); 0~360°(R)
Lens,
Lens Type,Fixed focal lens
Focal Length,4mm
Lens Mount,M12
Aperture Range,F1.6
Field of View,91°(H); 46.4°(V); 107°(D)
DORI Distance,Detect:80m Observe:31.5m Recognize:16m Identify:8m
Illuminator,
IR LEDs,2
IR Distance,50m
Wavelength,850nm
White LEDs,2
Whitelight Distance,15m
Compression Standard,
Video Compression,S+265/H.265/H.264B/H.264M/H.264H
Video Bit Rate,32k~6Mbps
Audio Compression,G.711A/G.711U/ADPCM_D
Audio Sampling Rate,8kHz/32kHz/48kHz
Image,
Max. Resolution,2880×1620@30fps
Main Stream,"PAL:25fps(2880×1620, 2688×1520, 2560×1440, 2304×1296, 1920×1080, 1280×720) NTSC:30fps(2880×1620, 2688×1520, 2560×1440, 2304×1296, 1920×1080, 1280×720)"
Sub Stream,"PAL:25fps(704×576, 704×288, 640×360, 352×288) NTSC:30fps(704×480, 704×240, 640×360, 352×240)"
BLC,Yes
HLC,Yes
AGC,Yes
3D DNR,Yes
White Balance,Auto/Semi-Auto/Manual/Sunshine/Nature Light/Warmlight Lamp/Daylight Lamp/Filament Lamp/Lock White Balance
ROI,8 rectangular static areas
OSD,"Overlay of additional characters in 1 regions, 1 line, with a maximum of 48 characters or 16 Chinese characters per region; 16*16/32*32/48*48/64*64"
Privacy Mask,4 black static areas
Defog,Yes
Feature,
Alarm Trigger,Motion Detection; Mask Alarm; Disk Full; Disk R/W Error; IP Address Conflict
Linkage Method,trigger warmlight; trigger recording; trigger capture; notify surveillance center
Video Analytics,Human/Vehicle Classification; Tripwire; Perimeter
Rules of behavior analyse in 1 scene,2
Network,
ANR,Yes
Protocols,HTTP; HTTPS; TCP/IP; UDP; UPnP; ICMP; DHCP; DNS; DDNS; Easy DDNS; NTP; SSL; QoS; IPv4; SSH; Unicast; RTSP; FTP
System Compatibility,P2P(Mutually exclusive with Profile G); ONVIF Profile S/T/G; CGI; Milestone
Remote Connection,≤2
Client,Easy7 Smart Client
Moblie Client,EasyLive Plus
Interface,
Communication Interface,"1*RJ-45,10/100 Mbps self-adaptive Ethernet port"
Reset Button,Yes
On-board storage,"Support microSD/microSDHC/microSDXC card, up to 512 GB"
RTC,Yes
General,
Web Client Language,18 languages Traditional Chinese/English/Spanish/Korean/Italian/Turkish/Russian/Thai/French/Polish/Dutch/Hebrew/Arabic/Vietnamese/German/Ukrainian/Portuguese/Albanian
Operating Temperature,-40℃~65℃
Operating Humidity,Humidity 95% or less (no condensation)
Storage Temperature,-40℃~65℃
Storage Humidity,Humidity 95% or less (no condensation)
Power Supply,"DC12V±25%,MAX 7W; POE 802.3af;MAX 7.5W"
Protection,Surge4000V; ESD6000V; IP67
Boundary Dimensions,160(L)73(W)73(H)mm
Package Dimensions,215(L)95(W)120(H)mm
GrossWeight,0.47kg


Date,Title,Type
2024-05-08,TC-C35WS I5WES4mmVJO5.0,pdf
