产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/302.html#
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|2MP 2X WIFI EW IP Camera|TC-H322N|·Plastic housing<br>·S+265/H.265/H.264B/H.264M/H.264H<br>·Color:0.02Lux@(F2.0,AGC ON),B/W:0Lux with IR|
|3MP 2X WIFI EW IP Camera|TC-H332N|·Plastic housing<br>·S+265/H.265/H.264B/H.264M/H.264H<br>·Color:0.02Lux@(F2.0,AGC ON),B/W:0Lux with IR|
|4MP 2X WIFI EW IP Camera|TC-H342N|·Plastic housing<br>·S+265/H.265/H.264B/H.264M/H.264H<br>·Color:0.02Lux@(F2.0,AGC ON),B/W:0Lux with IR|
|6MP Dual Light EW PT Camera|TC-H363N|·Plastic Housing<br>·Up to 2304x1296@15fps<br>·S+265/H.265/H.264|
|4MP Fixed IR Wi-Fi Bullet Camera|TC-C34QN|·Metal+Plastic Housing<br>·Up to 2560x1440@20fps<br>·S+265/H.265/H.264|
|4MP Fixed IR Wi-Fi Bullet Camera|TC-C34QN|·Metal+Plastic Housing<br>·Up to 2560x1440@20fps<br>·S+265/H.265/H.264|
|2MP Fixed IR Wi-Fi Bullet Camera|TC-C32QN|·Metal+Plastic Housing<br>·Up to 1920x1080@20fps<br>·S+265/H.265/H.264|
|2MP Fixed IR Wi-Fi Bullet Camera|TC-C32QN|·Metal+Plastic Housing<br>·Up to 1920x1080@20fps<br>·S+265/H.265/H.264|
|3MP 2X WIFI EW IP Camera|TC-H332N|·Plastic housing<br>·S+265/H.265/H.264B/H.264M/H.264H<br>·Color:0.02Lux@(F2.0,AGC ON),B/W:0Lux with IR|
|2MP Fixed IR Wi-Fi Bullet Camera|TC-C32WN|·Metal+plastic housing<br>·Up to Max. Resolution<br>·S+265/H.265/H.264B/H.264M/H.264H|
