产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/262.html#
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|Network Camera|TC-C34UV|4MP 固定彩色制造商子弹摄像机，金属外壳，支持 S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG 编码，彩色低照度 0.0001Lux@(F1.0,AGC ON)，黑白低照度 0Lux 带红外|
|Network Camera|TC-C34XP|4MP 固定彩色制造商炮塔摄像机，金属+塑料外壳，支持最高分辨率，支持 S+265/H.265/H.264B/H.264M/H.264H 编码|
|Network Camera|TC-C34WS|4MP 固定彩色制造商红外子弹摄像机，金属外壳，支持 S+265/H.265/H.264B/H.264M/H.264H 编码，彩色低照度 0.002Lux@(F1.6,AGC ON)，黑白低照度 0Lux 带红外|
|Network Camera|TC-C34WS|4MP 固定彩色制造商红外子弹摄像机，金属+塑料外壳，支持 S+265/H.265/H.264B/H.264M/H.264H 编码，彩色低照度 0.002Lux@(F1.6,AGC ON)，黑白低照度 0Lux 带红外|
|Network Camera|TC-C34XS|4MP 固定彩色制造商红外炮塔摄像机，金属外壳，支持 S+265/H.265/H.264B/H.264M/H.264H 编码，彩色低照度 0.002Lux@(F1.6,AGC ON)，黑白低照度 0Lux 带红外|
|Network Camera|TC-C34XS|4MP 固定彩色制造商红外炮塔摄像机，金属+塑料外壳，支持 S+265/H.265/H.264B/H.264M/H.264H 编码，彩色低照度 0.002Lux@(F1.6,AGC ON)，黑白低照度 0Lux 带红外|
|Network Camera|TC-C34WP|4MP 固定彩色制造商子弹摄像机，金属+塑料外壳，支持最高分辨率，支持 S+265/H.265/H.264B/H.264M/H.264H 编码|
|Network Camera|TC-C34WS|4MP 固定彩色制造商红外子弹摄像机，金属+塑料外壳，支持 S+265/H.265/H.264B/H.264M/H.264H 编码，彩色低照度 0.002Lux@(F1.6,AGC ON)，黑白低照度 0Lux 带红外|
|Network Camera|TC-C34WP|4MP 固定彩色制造商子弹摄像机，金属+塑料外壳，支持最高分辨率，支持 S+265/H.265/H.264B/H.264M/H.264H 编码|
|Network Camera|TC-C34WS|4MP 固定彩色制造商红外子弹摄像机，金属外壳，支持 S+265/H.265/H.264B/H.264M/H.264H 编码，彩色低照度 0.002Lux@(F1.6,AGC ON)，黑白低照度 0Lux 带红外|
