产品网址：http://en.tiandy.com/index.php?s=/Home/Product/detail/id/516.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|PTZ Camera|TC-H326S|·Up to 1920×1080@25fps<br>·Color: 0.001lux@ (F1.6, AGC ON), B/W: 0lux with IR<br>·S+265/H.265/H.264/M-JPEG<br>·Optical Zoom 33X<br>·IR Range Up to 200m<br>·Built-in Micro SD card slot, up to 512 GB<br>·Support Smart surveillance, Capture facial images<br>·Support Human/Vehicle Classification<br>·Operating Conditions -40℃～70℃(IR OFF) -40℃～40℃(IR ON), 0-95%<br>·DC12V±10%, POE IEEE802.3AT<br>·IP66|

Camera,Unnamed: 1
Image Sensor,"1/2.8""CMOS"
Min. Illumination,"Color: 0.001lux@ (F1.6, AGC ON), B/W: 0lux with IR"
Shutter Time,1s~1/100000s
Day&Night,IR-cut filter with auto switch (ICR)
WDR,120dB
Lens,
Focal Length,4.6mm~152mm
Optical Zoom,33X
Digital Zoom,16X
Zoom Speed,<5s
Aperture Range,F1.6~F4.3
Field of View,60°~2.4°(H); 34.4°~1.4°(V); 66.7°~2.8°(D)
Focus Control,Auto/Semi-auto/Manual
Iris Control,Auto
Close Focus Distance,100mm~1500mm
DORI Distance,Detect:1793m Observe:711m Recognize:358m Identify:179m
Pan&Tilt,
Pan Range,360°
Tilt Range,-16°～90° (Default -3°～90°)
Tilt Speed,Manual Speed:0.1°～120°/s Preset: 120°/s
3D Position,Yes
Preset,500
Cruise,"16, up to 32 presets per cruise"
Scan,8
Pattern,"8, each with 600s memory or 1000 orders"
Scheduled Task,Preset、Cruise、Scan、Pattern
North Point,Yes(Manual setting)
Power-off Memory,Yes
Illuminator,
IR LEDs,10
IR Distance,Up to 200m
Wavelength,850nm
IR Irradiation Angle,Adjustable by Zoom
Compression Standard,
Video Compression,S+265/H.265/H.264/M-JPEG
Video Bit Rate,32Kbps~16Mbps
Audio Compression,G.711A/G.711U/ADPCM_D/AAC_LC
Audio Sampling Rate,8KHz/32KHz/48KHz
Image,
Max. Resolution,1920×1080@25fps
Main Stream,"PAL:25fps(1920×1080, 1280×960, 1280×720, 640×480, 704×576) NTSC:30fps(1920×1080, 1280×960, 1280×720, 640×480, 704×480)"
Sub Stream,"PAL:25fps(704×576, 704×288, 352×288, 640×360) NTSC:30fps(704×480, 704×240, 352×240, 640×360)"
Third Stream,"PAL: 25fps(1920×1080, 1280×960, 1280×720, 704×576, 640×480, 704×288, 352×288) NTSC: 30fps(1920×1080, 1280×960, 1280×720, 704×480, 640×480, 704×240, 352×240)"
BLC,Yes
HLC,Yes
AGC,Yes
White Balance,Yes
ROI,"7 rectangular 3D fixed focus areas, supporting 1 rectangular dynamic tracking ROI"
OSD,"5 regions(Each region can have a maximum of 127 characters ,up to 5 lines); 16*16/24*24/32*32/48*48/64*64/adaptable size; Vector/Lattice"
Defog,Yes
Flip,Normal/Horizontal Mirror/Vertical Mirror/Inverted Flip
Regional Exposure,Yes
Regional Focus,Yes
Demist,Yes
Privacy Mask,24 regions(Up to 4 blocks in the same scene)
Feature,
Alarm Trigger,"Motion Detection; Mask Alarm; Voltage Alarm; Disk Full; Disk R/W Error; Recording Exception; IP Address Conflict; MAC Address Conflict; FTP Server Exception ; Event Input,Event Output; Network cable disconnected"
Linkage Method,send email; trigger sound; trigger recording; trigger capture; notify surveillance center
Video Analytics,Human/Vehicle Classification; Tripwire; Double Tripwire; Perimeter; Object Abandon; Object Lost; Heatmap; Loitering; Running; Parking; People Counting; Crowed; Safety Helmet Detection; On Duty Detection; Video Abnormal; Audio Abnormal
Auto-Tracking,Auto-Tracking
Face Mode,Capture facial images
Network,
ANR,ANR
Protocols,HTTP; HTTPS; TCP/IP; UDP; UPnP; ICMP; IGMP; SNMP v1\v2\v3; DHCP; DNS; DDNS; Easy DDNS; NTP; SMTP; TLS; SSL; 802.1x; QoS; IPv4; IPv6; PPPOE; SSH; Unicast; Multicast; ARP; RTP; SRTP; RTSP; FTP; SFTP; NAS; PING
System Compatibility,ONVIF Profile S/T/G/M; CGI; Milestone; RTMP
Remote Connection,≤7
User/Host,Up to 32 users. 4 user levels
Client,Easy7 Smart Client
Moblie Client,EasyLive Plus
Interface,
Communication Interface,1*RJ45 10M/ 100M self adaptive Ethernet port
Audio I/O,"1*Input Impedance 1kΩ,2.0~2.4Vp-p; 1*Output Impedance 600Ω"
Alarm I/O,"1,Switching; 1,Switching,Voltage≤DC24V,Current≤1A"
Reset Button,Yes
On-board storage,"Built-in Micro SD card slot, up to 512 GB"
General,
Web Client Language,19 languages Simple Chinese/English/Traditional Chinese/Spanish/Italian/ Korean/Turkish/Russian/Thai/ Polish/French/Dutch/ Hebraism/Vietnamese/Arabic/German/ Ukrainian /Portuguese/Albanian
Operating Temperature,-40℃～70℃(IR OFF) -40℃～40℃(IR ON)
Operating Humidity,0-95%
Storage Temperature,-40℃～70℃
Storage Humidity,0-95%(non-condensing)
Power Supply,DC12V±10%; POE IEEE802.3AT
Protection,Surge protection 4000V; Lightning proof 6000V; IP66
Material,Metal
Boundary Dimensions,222mm(D)x372mm(H)
Package Dimensions,320(L)*320(W)*520(H)mm
GrossWeight,7.8Kg
NetWeight,5.3Kg


Date,Title,Type
2024-04-07,1D.20020.000468_TC-H326S 33XIE+AV3.0_en,pdf
