company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
合肥健天电子有限公司,10W 无线充-Flash 系列,http://www.genvic.com/public/index/scheme/details/id/00000000030.html,无,采用 GVM030 系列无线充电专用芯片解决 10W 无线充电方案；支持 Qi Base 版本的认证，支持 10W 快充；使用高性能集成全桥驱动 IC，具有发热小效率高的特点，性能可靠，产品稳定，可 PK 其他无线充电设备；经过反复测试，各种手机测试架大量实验保证产品稳定性。团队积累一批有无线充电经验的工程师，后续方案持续升级，可以快速应对市场新需求。支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准；支持功率达 5W/7.5W/10w 的磁共振发射端；支持 QC2.0，兼容 QC3.0 支持 9V 快充；支持三星全系列快充协议；方案效率高达 80%以上；功率自适应，支持低电流电源适配器；普通 FOD，接收设备和异物一起放上去，断开连接不充电；动态 FOD，充电过程中检测到异物，自动断开充电设备；双路解码，保证充电过程中的数据稳定性；灵敏识别接收设备，充电距离大于 2～10mm；带高温保护功能，有效放置过热引发的充电故障；输入电压电流检测防护，发射线圈过压防护；系统 LED 提示充电状态和故障状态：带呼吸灯效果以及独立指示灯供用户选择；长期温度范围：0℃～75℃,root,1906551877,10W无线充|Flash系列,2322977509,无,0,无,0
合肥健天电子有限公司,10W 无线充-M0 系列,http://www.genvic.com/public/index/scheme/details/id/00000000029.html,无,支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准；支持功率达 5W/7.5W/10W 无线充电；支持 QC2.0，兼容 QC3.0 支持 9V 快充；支持三星全系列快充协议；方案效率高达 80%以上；功率自适应，支持低电流电源适配器；普通 FOD，接收设备和异物一起放上去，断开连接不充电；动态 FOD，充电过程中检测到异物，自动断开充电设备；双路解码，保证充电过程中的数据稳定性；灵敏识别接收设备，充电距离大于 2~10mm；带高温保护功能，有效放置过热引发的充电故障；输入电压电流检测防护，发射线圈过压防护；系统 LED 提示充电状态和故障状态：带呼吸灯效果以及独立指示灯供用户选择；长期温度范围：0°C~75°C,root,1906551877,10W无线充|M0系列,266945146,无,0,无,0
合肥健天电子有限公司,15W 无线充-flash 系列,http://www.genvic.com/public/index/scheme/details/id/00000000031.html,无,采用 FLASH 系列 IC 作为主控的无线充电方案；支持 Qi Base 版本的认证，支持 15W 快充；使用高性能集成全桥驱动 IC，具有发热小效率高的特点，性能可靠，产品稳定；经过反复测试，各种手机测试架和大量手机实测保证产品稳定性。团队积累一批有无线充电经验的工程师，后续方案持续升级，可以快速应对市场新需求。支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准；支持功率达 5W/7.5W/10w/15W 的磁共振发射端；支持 QC2.0，兼容 QC3.0 支持 12V 快充；支持苹果手机最新系统的快充条件；支持三星全系列快充协议；方案效率高达 80%以上；功率自适应，支持低电流电源适配器；支持 FOD 功能，检测异物进入异物保护模式；双路解码，保证充电过程中的数据稳定性；灵敏识别接收设备，充电距离大于 1~10mm；带高温保护功能，有效放置过热引发的充电故障；输入电压电流检测防护，发射线圈过压防护；输入过压保护，确保电路工作稳定性；LED 灯指示充电状态；长期温度范围:0℃～75℃,root,1906551877,15W无线充|flash系列,75366751,无,0,无,0
合肥健天电子有限公司,32 位 MCU,http://www.genvic.com/public/en/product/index.html,GVM32F030,具备常用外设和功能，包括高速 12 位 ADC 转换器、UART 串口、SPI 接口、I2C 总线接口、看门狗定时器（WDT）、4 个通用计数器/定时器，还集成人机界面控制器和马达控制功能，如直流无刷电机控制 PWM 模块,当前位置,6228147517,首页,9782084943,32位MCU,4905742638,无,0
合肥健天电子有限公司,5W 无线充,http://www.genvic.com/public/index/scheme/details/id/00000000028.html,无,采用 GVM16C73 系列 MCU，内置双运放，外围电路少；反复测试，充电稳定、无断充、性能可靠；充电距离 2-10mm，支持 QI 协议；充电效率高，发热小；异物检测功能，FOD 避免金属加热引发危险；自带 NTC 热敏电阻，充电时实时检测环境温度，过温自动断开保护；自带过电压，电流检测保护；多种充电效果指示可选：单灯、双灯、呼吸灯；人性化的合作理念，支持定制服务；温度范围: 0°C ~ 75°C,root,1906551877,5W无线充,8848271781,无,0,无,0
合肥健天电子有限公司,HPA 信号链,http://www.genvic.com/public/index/product/hpa.html,无,只为创造人工智能系统提供超高能效的领域处理器而生,当前位置,6228147517,首页,9782084943,HPA信号链,5407007356,无,0
合肥健天电子有限公司,MCU,http://www.genvic.com/public/en/product/mcu.html,8 位 RISC 内核 OTP 系列芯片、Flash 002 系列芯片、Flash 003 系列芯片、16 位 96 核 Flash 系列芯片、32 位架构 M0 内核 G0 系列芯片、32 位 Cortex M3 内核 G1 系列芯片,低功耗、3D+AI、深度感知、加速 NPU、HDR,Location,1263824981,Home,5562944741,Mcu,2957472334,无,0
合肥健天电子有限公司,RK3288 模块,http://www.genvic.com/en/product/module.html,无,工业硬件规格 RK3288，操作系统为 LINUX 操作系统、Andriod 操作系统，可双系统选择，工作温度为-40℃至+80℃，工作频率为 7*24 小时，持续 30 天无故障，应用场景包括工业主机、医疗器械、机器视觉、智能售货机、人脸识别设备、广告一体机、无人机、互动自助终端、仪器仪表、游戏设备、智能家居、嵌入式智能设备等,Location,1263824981,Home,5562944741,Module,8331638338,无,0
合肥健天电子有限公司,红外测温模块,http://www.genvic.com/en/product/module.html,无,通过 USB 接口与安卓手机连接，由 ST 32M750 MCU 驱动处理红外相机传输的数据，并将温度值等数据通过 USB 传输至安卓设备，安卓设备上安装有 APK 可识别该模块并接收数据，主要功能包括实现红外摄影、测温等相关功能，通过 USB 接口 API 与安卓手机通信，传输图像、温度数据及相关控制，应用场景包括物流车、仓库、工业设备检测、高铁、电力设备、危险产品生产车间等,Location,1263824981,Home,5562944741,Module,8331638338,无,0
合肥健天电子有限公司,电源模块,http://www.genvic.com/en/product/module.html,无,GENVIC 开发、生产和销售一系列 AC-DC 开关电源，产品特点包括体积小、重量轻、动态输入电压范围宽、转换效率高、输出短路保护、过热保护、性能可靠，应用场景包括工业控制系统、测量仪器、电子电度表、电力检测系统、建筑控制、监控设备等,Location,1263824981,Home,5562944741,Module,8331638338,无,0
合肥健天电子有限公司,QC3.0 无线充,http://www.genvic.com/public/index/scheme/details/id/00000000025.html,GVM32F030,采用 GVM32F030 系列 IC 作为主控的无线充电方案，支持 Qi Base 版本认证，10W 快充，高性能集成全桥驱动 IC，发热小效率高，性能可靠，产品稳定，可 PK 其他无线充电设备，经过反复测试，各种手机测试架和大量手机实测保证产品稳定性。团队积累一批有无线充电经验的工程师，后续方案持续升级，可以快速应对市场新需求。支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准，支持功率达 5W/7.5W/10w 的磁共振发射端，支持 QC2.0，兼容 QC3.0 支持 9V 快充，支持 QC3.0 调压协议满足苹果手机最新系统的快充条件，支持三星全系列快充协议，方案效率高达 80%以上，功率自适应，支持低电流电源适配器，支持 FOD 功能，检测异物进入异物保护模式，双路解码，保证充电过程中的数据稳定性，灵敏识别接收设备，充电距离大于 1~10mm，带高温保护功能，有效放置过热引发的充电故障，输入电压电流检测防护，发射线圈过压防护，输入过压保护，确保电路工作稳定性，系统 LED 提示充电状态和故障状态，带呼吸灯效果以及独立指示灯供用户选择，长期温度范围 0℃～75℃,root,1906551877,QC3.0无线充,2620624281,无,0,无,0
合肥健天电子有限公司,光纤生命体征传感器,http://www.genvic.com/en/product/alot.html,无,将高精度光纤传感器嵌入枕头和床垫，检测人体休息状态下呼吸和心跳引起的微弱振动，通过原始算法提取睡眠过程中的生命体征数据,Location,1263824981,Home,5562944741,Sensor,4262621035,无,0
合肥健天电子有限公司,光纤柔性弯曲传感器,http://www.genvic.com/en/product/alot.html,无,当光纤柔性弯曲传感器变形时，传感器内部传输的光强会发生变化，由接收模块采集处理，满足可穿戴设备、机器人等应用中弯曲角度或弯曲曲率检测的要求,Location,1263824981,Home,5562944741,Sensor,4262621035,无,0
合肥健天电子有限公司,无线充电发射器芯片,http://www.genvic.com/public/en/product/chip.html,GWP1608/1605 系列,集成 FOD、高速 ADC、高精度 PWM，支持 10W 快充，效率超 80%，支持多种快充协议，具备多种保护功能,Location,1263824981,Home,5562944741,Specialchip,8078208677,无,0
合肥健天电子有限公司,无线充电芯片,http://www.genvic.com/public/en/product/chip.html,GWP1603 系列,适用于 qi 标准单线圈和双线圈无线充电，支持 10W、7.5W、5W 手机设备，具备 FOD 检测和 LED 状态指示功能，过压、过流、温度保护等,Location,1263824981,Home,5562944741,Specialchip,8078208677,无,0
合肥健天电子有限公司,无线充电发射器控制 SoC 芯片,http://www.genvic.com/public/en/product/chip.html,GWP1610,兼容最新 WPC Qi V1.2.4 标准，支持 5W、7.5W 苹果和 10W 三星，集成全桥驱动电路和全桥功率 MOS、电压电流解调电路，方案外围电路少，可显著降低方案成本,Location,1263824981,Home,5562944741,Specialchip,8078208677,无,0
合肥健天电子有限公司,无线充电接收器芯片,http://www.genvic.com/public/en/product/chip.html,GWP1505,符合 WPC Qi 标准，集成所有 WPC Qi 标准无线充电接收所需功能，兼容所有 WPC Qi 无线充电发射器，实现无线充电,Location,1263824981,Home,5562944741,Specialchip,8078208677,无,0
合肥健天电子有限公司,TWS 耳机无线充,http://www.genvic.com/public/index/scheme/details/id/00000000026.html,M0 系列,通过符合 Qi 协议的无线发射器给此方案无线供电，可以实现给充电盒内部电池和耳机充电等功能；具有发热小效率高的特点，性能可靠，产品安全稳定。采用 GWP1608 作为主控制芯片，搭配使用高性能充电管理 IC 设计的 TWS 耳机无线充电盒，充电效率高，发热量低。无线充电兼容市面上支持大部分 QI 协议的无线充电器，让充电更方便。具有过流保护，锂电池过充、过放保护，让充电更安全。,root,1906551877,TWS耳机M0系列,3225730853,无,0,无,0
合肥健天电子有限公司,TWS 耳机无线充,http://www.genvic.com/public/index/scheme/details/id/00000000027.html,无,通过符合 Qi 协议的无线发射器给此方案无线供电，可以实现给充电盒内部电池和耳机充电等功能；具有发热小效率高的特点，性能可靠，产品安全稳定。采用 GVM16CXX 作为主控制芯片，搭配使用高性能充电管理 IC 设计的 TWS 耳机无线充电盒，充电效率高，发热量低。无线充电兼容市面上支持大部分 QI 协议的无线充电器，让充电更方便。具有过流保护，锂电池过充、过放保护，让充电更安全。,root,1906551877,TWS耳机OTP系列,2845162017,无,0,无,0
合肥健天电子有限公司,三线圈无线充,http://www.genvic.com/public/index/scheme/details/id/00000000020.html,GVM32F030,采用 GVM32F030 系列 IC 作为主控的无线充电方案，支持 Qi Base 版本认证，支持 10W 快充，使用高性能集成全桥驱动 IC，具有发热小效率高的特点，性能可靠，产品稳定，三线圈依次感应；支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准，支持功率达 5W/7.5W/10w 的磁共振发射端，支持 QC2.0，兼容 QC3.0 支持 9V 快充，支持苹果手机最新系统的快充条件，支持三星全系列快充协议，方案效率高达 80%以上，三线圈依次感应，充电时关闭其他线圈，锁定当前线圈，功率自适应，支持低电流电源适配器，支持 FOD 功能，检测异物进入异物保护模式，双路解码，保证充电过程中的数据稳定性，灵敏识别接收设备，充电距离大于 1~7mm，带高温保护功能，有效放置过热引发的充电故障，输入电压电流检测防护，发射线圈过压防护，输入过压保护，确保电路工作稳定性，LED 灯指示充电状态，长期温度范围:0℃～75℃,root,1906551877,三线圈无线充,9162865759,无,0,无,0
合肥健天电子有限公司,三色灯无线充,http://www.genvic.com/public/index/scheme/details/id/00000000022.html,GVM32F030,采用 GVM32F030 系列 IC 作为主控的无线充电方案，支持 Qi Base 版本认证，支持 10W 快充，使用高性能集成全桥驱动 IC，具有发热小效率高的特点，性能可靠，产品稳定；经过反复测试，各种手机测试架和大量手机实测保证产品稳定性。团队积累一批有无线充电经验的工程师，后续方案持续升级，可以快速应对市场新需求。支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准；支持功率达 5W/7.5W/10w 的磁共振发射端；支持 QC2.0，兼容 QC3.0 支持 9V 快充；支持苹果手机最新系统的快充条件；支持三星全系列快充协议；方案效率高达 80%以上；功率自适应，支持低电流电源适配器；支持 FOD 功能，检测异物进入异物保护模式；双路解码，保证充电过程中的数据稳定性；灵敏识别接收设备，充电距离大于 1～10mm；带高温保护功能，有效放置过热引发的充电故障；输入电压电流检测防护，发射线圈过压防护；输入过压保护，确保电路工作稳定性；三路 LED 灯环绕指示充电状态可供客户选择搭配；长期温度范围:0℃～75℃,root,1906551877,三色灯无线充,9741370269,无,0,无,0
合肥健天电子有限公司,专用芯片,http://www.genvic.com/public/index/product/chip.html,无,只为创造人工智能系统提供超高能效的领域处理器而生,当前位置,6228147517,首页,9782084943,专用芯片,5091847757,无,0
合肥健天电子有限公司,GVM32F030 芯片,http://www.genvic.com/public/index/forum/details/id/ESNsJvTQ0D.html,GVM32F030,无,root,1906551877,健天GVM32F030芯片震撼发布,7603308526,无,0,无,0
合肥健天电子有限公司,手表无线充,http://www.genvic.com/public/index/scheme/details/id/00000000021.html,无,采用 M0 系列 IC 作为主控制芯片，搭配使用高性能集成全桥驱动 IC 设计的手表无线充解决方案；支持多种手表无线充；具有发热小效率高的特点，性能可靠，产品稳定；充电速度快，最快 2 小时即可充满电；经过反复测试验证，手表全系列真机实验以确保用户使用体验；团队积累一批有无线充电经验的工程师，后续方案持续升级，可以快速应对市场新需求。支持各类 5VDC 适配器；电路元器件少成本低；工作环境温度-0℃~45℃；输出最大功率可达 2W，完全满足手表充电要求；充电过流保护；充电异物检测保护；输入电压过压保护；带高温保护功能，有效放置过热引发的充电故障；系统 LED 提示充电状态和故障状态；长期存储温度范围:0~75°C；效率高；支持在线程序升级,root,1906551877,手表无线充,176343831,无,0,无,0
合肥健天电子有限公司,指夹式血氧仪,http://www.genvic.com/public/index/scheme/details/id/00000000039.html,无,产品采用多色 TFT 显示屏技术，具有数字和氧容积图同界面。可选择调整改变四种不同显示方向，参数异常时自动改变显示颜色；超低功耗，两节电池可连续使用长达 50 小时；具有 PI 灌注指数功能，能直接获知手指末梢脉搏氧灌注情况。整机小巧轻便携带；一键式操作，简单快捷；无信号产生时，8 秒钟后自动关机。,root,1906551877,指夹式血氧仪,1223992546,无,0,无,0
合肥健天电子有限公司,芯片,http://www.genvic.com/public/index/news/details/id/102.html,无,无,当前位置,6228147517,首页,9782084943,新闻中心,3147335844,新闻详情,2237228273
合肥健天电子有限公司,无线充电底座,http://www.genvic.com/public/index/news/details/id/102.html,无,无,当前位置,6228147517,首页,9782084943,新闻中心,3147335844,新闻详情,2237228273
合肥健天电子有限公司,流水灯,http://www.genvic.com/public/index/news/details/id/102.html,无,无,当前位置,6228147517,首页,9782084943,新闻中心,3147335844,新闻详情,2237228273
