产品网址：http://icpc.cn/cms/item/view?table=product&id=76
产品结构：当前位置：首页->产品与服务->PowerPC->模块->CPB8013MPC5125小型计算机

|产品名称|产品型号|功能描述|
|--|--|--|
|CPB8013 MPC5125 小型计算机模块|CPB8013|采用飞思卡尔新的基于 Power Architecture®技术的高度集成的系统芯片，拥有丰富的外设和通讯接口，采用垂直插入方式，表面器件均采用表面贴装工艺，整体结构紧凑，抗振动，抗冲击，无风扇设计，可靠性高。系统功能包括 PowerPC E300 内核，计算处理能力高；128MB DDR2-SDRAM，16 位宽；功耗低，可靠性高；嵌入式、模块化，适合手持设备；接口丰富。可应用于工业自动化、交通控制、互联网络、仪器仪表、医疗设备等领域。|




CPU,Freescale MPC5125 up  to 400MHz with e300 core
外部总线,16位数据，16位地址，读写使能，2路片选，2路中断
内存,128MB@400MHz，16bit
存储,64MB Nor Flash，16bit  512B EEPROM  2GB NandFlash（Optional）
外围接口,5 x三线制RS232接口，TTL电平2 x CAN总线接口，TTL电平  2 x 10BASE-T/100BASE-TX/网口  1 x IIC总线  8 x GPIO
其它,3x指示灯：Power，Run，Boot  1x复位按钮输入
功耗,典型2.8W@3.3V
温度,工作： 分为A、B、C三档，详见订货信息存储：-55℃～+85℃
湿度,工作：10%～90% 存储：5%～95%
冲击,20G
振动,5Hz～500Hz随机
尺寸,84mm x 55mm x 8.4mm
