company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
上海先楫半导体科技有限公司,微控制器,http://www.hpmicro.com/product/product.html?id=07e8d638-1c6c-44d1-9e53-a48d8560ad78,HPM6800 系列,高性能图像显示 MCU，配备 2.5D OpenVG GPU，MIPI、LVDS 双屏显示接口及双摄接口,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,微控制器,http://www.hpmicro.com/product/product.html?id=07e8d638-1c6c-44d1-9e53-a48d8560ad78,HPM5300 系列,高性能运动控制 MCU，具备强劲性能、丰富接口、更小封装、卓越品质等优势,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,微控制器,http://www.hpmicro.com/product/product.html?id=07e8d638-1c6c-44d1-9e53-a48d8560ad78,HPM6200 系列,RISC-V 双核支持双精度浮点运算及强大的 DSP 扩展，主频达到 600MHz，性能达到 6780CoreMark 和 3420DMIPS，可在 1us 内完成基于矢量控制的电流控制环路运算,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,微控制器,http://www.hpmicro.com/product/product.html?id=07e8d638-1c6c-44d1-9e53-a48d8560ad78,HPM6300 系列,高性能、低功耗、高性价比的 RISC-V 内核微控制器,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,微控制器,http://www.hpmicro.com/product/product.html?id=07e8d638-1c6c-44d1-9e53-a48d8560ad78,HPM6700/6400 系列,RISC-V 内核支持双精度浮点运算及强大的 DSP 扩展，主频高达 816MHz，创下了高达 9220CoreMark 和高达 4651DMIPS 的 MCU 性能新记录,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,SDK,http://www.hpmicro.com/resources/detail.html?id=a313eb8f-afbf-4d12-95a2-ce22bda8d3c0,无,HPM SDK 是 HPM 推出的一个完全开源，基于 BSD 3-Clause 许可证的综合性软件支持包，适用于先楫半导体的所有微控制器产品。此套件中包含先楫半导体微控制器上外设的底层驱动代码，集成了丰富的组件如 RTOS、网络协议栈、USB 栈、文件系统等，以及相应的示例程序和文档。它提供的丰富构建块，使得用户可以更专注于业务逻辑本身。,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,HPM6750,http://www.hpmicro.com/support/fplist.html?id=e6bd2d8f-e167-454f-9556-54bb2dc0db94&title=MCU%E4%BA%A7%E5%93%81%E8%AE%A8%E8%AE%BA%E5%8C%BA,无,无,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,5301EVKLite,http://www.hpmicro.com/support/fplist.html?id=e6bd2d8f-e167-454f-9556-54bb2dc0db94&title=MCU%E4%BA%A7%E5%93%81%E8%AE%A8%E8%AE%BA%E5%8C%BA,无,无,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,YT8531,http://www.hpmicro.com/support/fplist.html?id=e6bd2d8f-e167-454f-9556-54bb2dc0db94&title=MCU%E4%BA%A7%E5%93%81%E8%AE%A8%E8%AE%BA%E5%8C%BA,无,无,无,0,无,0,无,0,无,0
上海先楫半导体科技有限公司,HPM6800,http://www.hpmicro.com/support/fplist.html?id=e6bd2d8f-e167-454f-9556-54bb2dc0db94&title=MCU%E4%BA%A7%E5%93%81%E8%AE%A8%E8%AE%BA%E5%8C%BA,无,无,无,0,无,0,无,0,无,0
