产品网址：https://lthpc.com/products/detail/94
产品结构：root->G4238G2

|产品名称|产品型号|功能描述|
|----|----|----|
|GPU 服务器|G4238 G2|支持英特尔® 第三代至强® 可扩展处理器，提供强大的计算能力；支持 32 条 DDR4 3200MHz LRDIMM/RDIMM 内存，最大支持 12 个 PCI-E 4.0 X16 扩展插槽，2 个内置 PCIE 4.0 X8 扩展槽以及一个 OCP 扩展槽；提供 24 个 2.5 寸或 12 个 3.5 英寸热插拔硬盘位，最高支持 8 块 NVME 硬盘；支持 Balance/Common/Cascade 三种拓扑模式链接，可用于人工智能、大数据分析、智能医疗等各种并行计算密集型应用|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Socket P+ LGA-4189
处理器和芯片组,处理器类型,至强
处理器和芯片组,支持的处理器,白银43XX
处理器和芯片组,,黄金53XX
处理器和芯片组,,黄金63XX
处理器和芯片组,,铂金83XX
处理器和芯片组,热设计功率 (TDP),270W
处理器和芯片组,芯片组制造商,英特尔
处理器和芯片组,芯片组型号,C621A
内存,最大内存,8TB
内存,内存技术,DDR4 NVDIMM
内存,,支持Intel® Optane™ 持久内存200系列
内存,内存标准,DDR4- 3200/2933/2666MHz ECC DDR4 RDIMM/LRDIMM
内存,总内存槽数,32
硬盘,SATA3,SATA3 (6Gbps)
硬盘,,"RAID 0,1,5,10"
硬盘,NVMe,8个 NVMe 驱动器
硬盘,M.2,2个SATA M.2
显示与图形,显示和图形图形控制器制造商,ASPEED
显示与图形,图形控制器模型,AST2600 BMC
I/O扩展,PCI Express,12个PCI-E 4.0 x16全高扩展插槽
I/O扩展,,2个内置PCIE 4.0 x8 阵列卡扩展槽
I/O扩展,,1个OCP 3.0 扩展槽
驱动器托架,热插拔,12个 3.5 英寸热插拔驱动器托架
接口/端口,USB 3.0 端口总数,4
接口/端口,SATA接口数量,12
接口/端口,局域网,1 个 RJ45 管理端口
接口/端口,,
接口/端口,板载视频,1 个 VGA 接口
电源说明,电源数量,4
电源说明,冗余电源,是的
电源说明,最大电源功率,3000W
电源说明,认证,80Plus 铂金
物理特性,颜色,银白
物理特性,外形规格,机架式
物理特性,机架高度,4U
物理特性,高度,7''
物理特性,宽度,17.2''
物理特性,深度,29''
