产品网址：http://www.anguangic.com/Product/list_4.html#
产品结构：root->产品中心_广州安广电子科技股份有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|GPM8F3708B|GPM8F3708B|高度集成的微控制器，内置 1T 流水线型 8051 CPU、512 字节 XRAM、256 字节 IDM SRAM 和 8k 字节可编程 Flash，包括 21 个 I/O 口|
|W1651|W1651|带键盘扫描接口的 LED 驱动控制专用电路，内部集成有 MCU 数字接口、数据锁存器、LED 高压驱动、键盘扫描等电路，主要应用于电磁炉、微波炉|
|W1650|W1650|带键盘扫描电路接口的 LED 驱动控制专用电路，内部集成有 MCU 输入输出控制数字接口、数据锁存器、LED 驱动、键盘扫描、辉度调节等电路，可适应于 24 小时不间断工作|
|W1642|W1642|LED 驱动控制专用电路，内部集成有数字接口、数据锁存器、LED 驱动，采用 SOP/DIP16 封装形式|
|W1635|W1635|带键盘扫描接口的 LED 驱动控制专用电路，内部集成有 MCU 数字接口、数据锁存器、LED 高压驱动、键盘扫描等电路，主要应用于电磁炉、微波炉|
|W1617|W1617|带键盘扫描接口的 LED 驱动专用电路，内置 MCU 数字接口、数据锁存器、键盘扫描等电路，主要应用于 VCR、VCD、DVD 及家庭影院等产品的显示屏驱动|
|W1616|W1616|LED 驱动控制专用电路，内部集成有 MCU 数字接口、数据锁存器、LED 高压驱动等电路，主要应用于 VCR、VCD、DVD 及家庭影院|
|AD020|AD020|带 LCD 显示驱动的红外遥控发射电路，包含 192 字节 SRAM，16K 字节 OTP ROM，主要用于单一 LCD 空调遥控器的程序开发|
|ADW128B|ADW128B|大容量 8 位单片机，内置 RC 振荡和红外发射驱动电路，包含 17/13 个普通 I/O 口，主要用于各种多功能的红外遥控产品的开发|
|ADW64B|ADW64B|大容量 8 位单片机，内置 RC 振荡和红外发射驱动电路，包含 13 个普通 I/O 口，主要用于各种多功能的红外遥控产品的开发|
