产品网址：http://hi-sensor.com/productinfo/966448.html
产品结构：root->聚碳风速传感器-武汉森索科技有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|聚碳风速传感器|无|采用高性能进口轴承，转动阻力小，测量精确，量程：0-70m/s，分辨率 0.1m/s；设备结构及重量经过精心设计及分配，转动惯量小，响应灵敏，防电磁干扰处理；采用底部出线方式、完全杜绝航空插头橡胶垫老化问题，长期使用仍然防水；采用聚碳酸酯外壳，机械强度大，硬度高，耐腐蚀、不生锈，可长期使用于室外。|

直流供电（默认）,10~30V DC
变送器电路工作温度,-20℃~+60℃，0%RH~80%RH
通信接口,485通讯（modbus）协议  波特率：2400、4800（默认）、9600  数据位长度：8位  奇偶校验方式：无  停止位长度：1位  默认ModBus通信地址：1  支持功能码：03/04
参数设置,用提供的配置软件通过485接口进行配置
分辨率,0.1m/s
测量范围,0~70m/s
动态响应时间,≤1s
精度,±（0.2+0.03V）m/s V表示风速


直流供电（默认）,10~30V DC,10~30V DC.1
最大功耗,电流输出,1.2W
最大功耗,电压输出,1.2W
分辨率,0.1m/s,0.1m/s
变送器电路工作温度,-20℃~+60℃，0%RH~80%RH,-20℃~+60℃，0%RH~80%RH
测量范围,默认0~30m/s（可定做0-70m/s）,默认0~30m/s（可定做0-70m/s）
精度,±（0.2+0.03V）m/s V表示风速,±（0.2+0.03V）m/s V表示风速
动态响应时间,≤1s,≤1s
输出信号,电流输出,4~20mA
输出信号,电压输出,0~5V/0~10V(10-30V供电)  0~2.5V/1~5V/0~3V/0~5V(5V供电)
负载能力,电压输出,输出电阻≤250Ω
负载能力,电流输出,≤600Ω


直流供电（默认）,5~30V DC,5~30V DC.1
变送器电路工作温度,-20℃~+60℃，0%RH~80%RH,-20℃~+60℃，0%RH~80%RH
通信接口,脉冲输出,脉冲输出
分辨率,0.0875m/s,0.0875m/s
测量范围,0~70m/s,0~70m/s
动态响应时间,≤0.5s,≤0.5s
精度,±（0.2+0.03V）m/s V表示风速,±（0.2+0.03V）m/s V表示风速
负载能力,PNP,≥100mA
负载能力,NPN,≥100mA


直流供电（默认）,10~30V DC
功耗,≤0.3w
变送器电路工作温度,-20℃~+60℃，0%RH~80%RH
通信接口,GPRS/GSM，中国移动或中国联通的手机网络  4G中国移动或中国联通或中国电信的手机网络
分辨率,0.1m/s
精度,±（0.2+0.03V）m/s V表示风速
测量范围,0~70m/s
动态响应时间,≤1s


Unnamed: 1,Unnamed: 2,公司代号
FSJT-,,风速变送器
,N01,485输出
,I20,4~20mA
,V05,0~5V
,V10,0~10V
,GPRS,GPRS信号输出
,4G,4G信号输出
,PNP,PNP输出
,NPN,NPN输出
,NPNR,内部带上拉电阻NPN输出
