产品网址：https://www.hesaitech.com/product/Pandar128/#
产品结构：root->Pandar128Long-RangeMechanicalLidar|HESAITechnology

|产品名称|产品型号|功能描述|
|--|--|--|
|Automotive Long-Range Lidar|AT128|1,536,000 points/s 点率，1200×128 整体分辨率，210m@10%反射率的范围，120°×25.4°的视场，136mm×114mm×49mm 的尺寸，0.1°(H)×0.2°(V)的分辨率|
|Automotive Long-Range Lidar|AT512|12,288,000 points/s 点率，2400×512 整体分辨率，300m@10%反射率的范围，120°(H)×25.6°(V)的视场，160mm×110mm×45mm 的尺寸（W×D×H），0.05°(H)×0.05°(V)的角分辨率|
|Automotive Long-Range Lidar|ATX|200m@10%反射率的测距能力，120°~140°的 HFOV，20°~25.6°的 VFOV，0.08°(H)×0.1°(V)的角分辨率（最精细），8W 的功耗，10Hz；20Hz 的帧率，25mm 的最小表面窗口，500g 的重量|
|Automotive Short-Range Lidar|FT120|160(H)×120(V)的整体分辨率，100°(H)×75°(V)的视场，192,000pts/s（单次返回）的点率，384,000pts/s（双次返回）的点率（@10Hz），0.1m~100m 的仪器范围，0.625°(H)×0.625°(V)的角分辨率，Typ.10Hz 的帧率|
|360° Primary Lidar for Large-Scale Deployment|OT128|3,456,000 points/s（单次返回）的点率，6,912,000 points/s（双次返回）的点率，200m@10%反射率的范围，360°(H)×40°(V)的视场，0.1°(H)×0.125°(V)的角分辨率（最精细），29W 的功耗，118.0mm×132.3mm 的尺寸（最大直径×高度）|
|All-Around Performance, 360° Coverage|Pandar128|128 通道，3,456,000pts/s（单次返回）的点率，6,912,000pts/s（双次返回）的点率，0.1°（10Hz）的水平分辨率，200m@10%反射率的范围，最精细为 0.125°的垂直分辨率|
|Close Object Detection, Ultra-Wide View|QT128|128 通道，20m@10%反射率的范围，105.2°(-52.6°~+52.6°)的垂直视场，最精细为 0.4°@10Hz 的水平分辨率，最精细为 0.4°的垂直分辨率|
|Automotive Long-Range Lidar, Behind Windshield Installation|ET25|225m@10%反射率的范围（带挡风玻璃），120°(H)×25°(V)的视场，0.05°(H)×0.05°(V)的角分辨率（最精细），120×100×25mm 的尺寸，>3,000,000pts/s 的点率，12W 的功耗|
|Remote Methane Leak Detector|Handheld|200m（82%漫反射率，15000ppm*m 甲烷气体浓度）的检测范围，5（实际）ppm*m 的灵敏度，±10%（100~50000ppm*m）的测量精度，5ms 的响应时间，0.76kg 的重量（带电池和瞄准器）|
|Remote Methane Leak Detector|Drone-Mounted|400m（82%漫反射率，15000ppm*m 甲烷气体浓度）的检测范围，5（实际）ppm*m 的灵敏度，±10%（100~50000ppm*m）的测量精度，5ms 的响应时间，<600g 的重量|
