产品网址：https://www.hesaitech.com/product/hs4000
产品结构：root->HS4000|RemoteMethaneLeakDetector|HESAITechnology

|产品名称|产品型号|功能描述|
|--|--|--|
|Automotive Long-Range Lidar|AT128|1,536,000 点/秒的点率，1200×128 的整体分辨率，210 米@10%反射率的范围，120°×25.4°的视场，136 毫米×114 毫米×49 毫米的尺寸，0.1°（H）×0.2°（V）的分辨率|
|Automotive Short-Range Lidar|FT120|160（H）×120（V）的整体分辨率，100°（H）×75°（V）的视场，192,000 点/秒（单回波）、384,000 点/秒（双回波）的点率（@10Hz），0.1 米至 100 米的仪器范围，0.625°（H）×0.625°（V）的角分辨率，典型 10Hz 的帧率|
|Superior Precision, Cost-Effective Solution|XT32/XT32M/XT16|32（16 通道版本可用）的通道，0.5 厘米（1σ精度）的范围精度，±1 厘米的范围精度，0.05 至 120 米的范围，360°（H）×31°（V）的视场，0.18°（H）×1°（V）@10Hz 的分辨率，0.8 千克的重量|
|360° Primary Lidar for Large-Scale Deployment|OT128|3,456,000 点/秒（单回波）、6,912,000 点/秒（双回波）的点率，200 米@10%反射率、230 米最大的范围，360°（H）×40°（V）的视场，0.1°（H）×0.125°（V）的角分辨率（最精细），29W 的功耗，118.0 毫米×132.3 毫米的尺寸（最大直径×高度）|
|All-Around Performance, 360° Coverage|Pandar128|128 的通道，3,456,000 点/秒（单回波）、6,912,000 点/秒（双回波）的点率，0.1°（10Hz）的水平分辨率，200 米@10%反射率的范围，最精细为 0.125°的垂直分辨率|
|Close Object Detection, Ultra-Wide View|QT128|128 的通道，20 米@10%反射率的范围，105.2°（-52.6°至+52.6°）的垂直视场，最精细为 0.4°@10Hz 的水平分辨率，最精细为 0.4°的垂直分辨率|
|Automotive Long-Range Lidar, Behind Windshield Installation|ET25|225 米@10%反射率的范围（带挡风玻璃），120°（H）×25°（V）的视场，0.05°（H）×0.05°（V）的角分辨率（最精细），120×100×25 毫米的尺寸，>3,000,000 点/秒的点率，12W 的功耗|
|Remote Methane Leak Detector|Handheld|200 米（82%漫反射率，15000ppm*m 甲烷气体浓度）的检测范围，5（实际）ppm*m 的灵敏度，±10%（100 至 50000ppm*m）的测量精度，5ms 的响应时间，0.76 千克的重量（带电池和瞄准器）|
|Remote Methane Leak Detector|Drone-Mounted|400 米（82%漫反射率，15000ppm*m 甲烷气体浓度）的检测范围，5（实际）ppm*m 的灵敏度，±10%（100 至 50000ppm*m）的测量精度，5ms 的响应时间，<600g 的重量|

Target Gas,Methane (CH4) and methane-containing gases
Working Principle,Tunable Diode Laser Absorption Spectroscopy (TDLAS)
Sensitivity,5 (actual) ppm*m
Measurement Accuracy,±10% (100~50000 ppm*m)
Detection Distance,"200 m (Test condition: 82% diffuse reflectivity, 15000 ppm*m methane gas concentration)"
Response Time,5 ms
Weight,0.76 kg (with battery and sight)
Size,160mm x 210mm x 80mm (without sight)
Enclosure Level,IP54
Operating Temperature,-20°C~+45°C
Operating Humidity,"<80%RH, non-condensing"
Explosion Proof Classification,Ex ib op is IIA T3 Gb ExII 2 G Ex ib op is IIA T3 Gb
