产品网址：https://www.embedway.com/product/detail/463
产品结构：智能系统平台->智慧物联->智能控制柜->工业智能控制柜

|产品名称|产品型号|功能描述|
|----|----|----|
|工业智能控制柜|无|将工控机、工业交换机、串口服务器、温湿度传感器等基础架构设施悉数集成至一台机柜内，为工业物联网各应用场景提供优良的工作环境和可靠保障平台。作为承上启下的工业智能设备，将感知设备、云平台、场景化定制应用相结合，形成一体化的解决方案。具有强大的边缘计算能力、网络传输能力，丰富的接口方便现场设备广泛接入，兼容协议广、开放包容、平滑接入各种平台，大容量本地存储，数据中心同步传输，管理协同更高效|

电源适应性,供电方式,DC 48V双路供电，支持主备切换
电源适应性,本体功率,单路全配置≤600W
工控机模块,CPU,Intel®酷睿 i7-7200u
工控机模块,内存,16GB
工控机模块,硬盘,1TB SSD硬盘
工控机模块,扩展接口,1个HDMI接口  1个VGA接口  2个10/100/1000M自适应网口  4个USB 3.0接口  3个RS232串口  1个LIN_OUT音频接口  1个MIC_IN音频接口
工业交换机,业务端口,24个1G SFP光口  24个10/100/1000M自适应电口  4个1/10G SFP+光口
工业交换机,管理端口,1个RJ45 Console口  1个USB串口  1个带外管理网口
工业交换机,功能特性,具备增强的三层功能，大表项，VxLAN  支持IPv4、IPv6管理和转发  支持丰富的安全特性  支持链路聚合、虚拟化、环网保护、QOS/ACL等
串口服务器,串口数量,16（可按需订制）
串口服务器,串口类型,RS232/RS422/RS485
串口服务器,连接端,RJ45
串口服务器,波特率,300~115200bps
串口服务器,传输距离,RS485/RS422：1200m  RS232：15m
串口服务器,网口数量,1
串口服务器,速度,10/100M
串口服务器,协议模式,支持 TCP Server、TCP Client、UDP 模式
串口服务器,最大连接数（TCP）,6
温湿度传感器,温度检测范围,-10～50°
温湿度传感器,温度检测精度,±0.3°
温湿度传感器,湿度检测范围,0～100%
温湿度传感器,湿度检测精度,±3%
尺寸、重量,尺寸,485 x 420 x 533（宽*深*高） mm
尺寸、重量,标配重量,28kg
环境参数,工作温度,-20℃~+60℃
环境参数,工作湿度,≤90%(非冷凝)
