company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
上海迦美信芯通讯技术有限公司,射频开关芯片,https://www.canaantek.com/products.aspx,Switch 4G,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,射频开关芯片,https://www.canaantek.com/products.aspx,Switch 5G,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,天线调谐器芯片,https://www.canaantek.com/products.aspx,Antenna Tuner,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,低噪声放大器,https://www.canaantek.com/products.aspx,LNA,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,车规射频芯片,https://www.canaantek.com/products.aspx,Automotive Grade Chip,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,CAN1515B 产品系列,https://www.canaantek.com/journalism/show-11.aspx,MIPI 接口的 SP4T 高性能天线调谐器,具备低 Ron、低 Coff、优异的谐波性能和灵活的控制方式，可以极大地提高天线的效率、提升信号质量和降低射频前端系统功耗，改善智能终端的客户体验,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,天线调谐器,https://www.canaantek.com/journalism/show-4.aspx,CAN1114,具备更高耐压 Vpeak 和更低 Ron，裸片尺寸减小 30%以上，是同类型产品中面积最小，也是同类型产品中第一个实现 Wirebond 主流的 QFN 的器件，成本低，便于备货，并且从晶圆到封测，都是基于国产供应链。,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,Switch_4G,https://www.canaantek.com/english/englishproducts.aspx,无,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,Switch_5G,https://www.canaantek.com/english/englishproducts.aspx,无,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,Antenna Tuner,https://www.canaantek.com/english/englishproducts.aspx,无,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,LNA,https://www.canaantek.com/english/englishproducts.aspx,无,无,root,1906551877,无,0,无,0,无,0
上海迦美信芯通讯技术有限公司,Automotive Grade Chip,https://www.canaantek.com/english/englishproducts.aspx,无,无,root,1906551877,无,0,无,0,无,0
