产品网址：https://www.lynxi.com/lingqisupsupKA200xilie/37.html
产品结构：产品中心类脑计算边缘产品->领启®KA200(-S)系列->HS102H

|产品名称|产品型号|功能描述|
|--|--|--|
|类脑计算边缘产品|HS102H|具有超强计算性能、大容量存储、配置灵活、体积小、支持温度范围宽、环境适应性强、易于维护管理等特点。主要应用于智能视频监控、分析、数据存储等应用场景，可以广泛部署在各类边缘、中心机房，满足在社区、园区、超市等复杂环境区域的应用。|

计算单元,APU 模块：  -30 组计算单元、 25 万个神经元、2500 万个神经突触、  -支持符合 IEEE 规范的 INT8 整数计算。  -支持符合 IEEE 规范的 FP16 浮点计算。  -支持最大 30MB SRAM 存储器。  -工作最大频率：400MHz
计算单元,ARM 模块：  -包括 2 个 ARM Cortex-A53 Cluster；  -每个 Cluster 集成 4 个 Cortex-A53 core；  -处理器工作频率最高主频 1500MHz；  -支持 NEON/FPU 功能单元
计算单元,内存:  -LPDDR4x 8GB  -位宽：64bit  -时钟最大频率：1600MHz  -峰值带宽：25.6GB/s  -ECC：支持  -数据带宽：3200MT/s
计算单元,存储:  -32GB eMMC  -8MB SPI Nor Flash
图像预处能力,Resize、Mirror、Flip、Rotate、Crop、Padding、C2C  Affine、Merg
图像 / 视频编解码能力,JENC：300fps@1920*1080、JDEC：250fps@1920*1080  VENC：250fps@1920*1080、VDEC：500fps@1920*1080
千兆以太网接口,2 个，10Mbps/100Mbps/1000Mbps 自适应
USB3.0 Host 接口,2 个，Type A，每个接口供电能力不低于 900mA
工作温度,-25℃ ~65℃
存储温度,-40℃ ~+85℃
工作湿度,5%~90%（RH，无冷凝）
存储湿度,5%~95%（RH，无冷凝）
防护等级,IP40
散热方式,被动散热
尺寸,宽 × 深 × 高：120mm×100mm×49mm
典型功耗,8W
操作系统,支持 Ubuntu 20.04
