产品网址：https://www.bjyxjh.com/page153?product_category=86#
产品结构：root->伟肯vacon，VACON代理，莱姆传感器-北京一祥聚辉科贸有限公司

|产品名称|产品型号|功能描述|
|----|----|----|
|ET(690Vac/500Vdc) BS88 系列熔断器|无|690V，6-700A|
|FM（690Vac/500Vdc）BS88 熔断器|无|英标 BS88 系列，690V，6-700A|
|LMT（240V)英标 BS88 系列熔断器|无|英标 BS88 系列，240V，6-900A|
|MT 系列(690Vac)熔断器|无|英标 BS88 系列，690V，6-700A|
|CT(690V) BS88 系列熔断器|无|690V，6-700A|
|FEE(690Vac/500Vdc)BS88 熔断器|无|690V，6-700A|
|LCT 系列(240Vac)熔断器|无|Bussmann 熔断器，240V，6-900A|
|FMM(690Vac/500Vdc)BS88 熔断器|无|690V，6-700A|
|LMMT(240V)BS88 系列熔断器|无|240V，6-900A|
|EET 系列(690Vac/500Vdc)熔断器|无|690V，6-700A|
|MMT 系列(690Vac/500Vdc)熔断器|无|690V，6-700A|
