company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
上海得倍电子技术有限公司,智能富氧消毒机,http://www.db-ic.com/2011/12/13/%e4%b8%9c%e6%96%b9%e5%8d%ab%e8%a7%86%e4%b8%93%e8%ae%bf%e4%b8%8a%e6%b5%b7%e5%be%97%e5%80%8d%e7%94%b5%e5%ad%90%e6%8a%80%e6%9c%af%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8-d7160%e6%97%a0%e7%94%b5%e8%a7%a3,通用型、车用型、室内型,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D7150,AC/DC LED 驱动器,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D7160,无电解电容 AC/DC LED 驱动器,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D9910,LED 恒流驱动控制 IC,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D3130,DC/DC 变换控制电路,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D3131,DC/DC 变换控制电路,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D3133,DC/DC 变换控制电路,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D3134,DC/DC 变换控制电路,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others,D3135,DC/DC 变换控制电路,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D7150 AC/DC LED 驱动器,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D7160 无电解电容 AC/DC LED 驱动器,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D9910 LED 恒流驱动控制 IC,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D3130 DC/DC 变换控制电路,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D3131 DC/DC 变换控制电路,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D3133 DC/DC 变换控制电路,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D3134 DC/DC 变换控制电路,无,无,0,无,0,无,0,无,0
上海得倍电子技术有限公司,其他集成电路产品,http://www.db-ic.com/solution/ic/others/#,D3135 DC/DC 变换控制电路,无,无,0,无,0,无,0,无,0
