产品网址：http://www.genvic.com/public/index/scheme/details/id/00000000031.html
产品结构：root->15W无线充-flash系列

|产品名称|产品型号|功能描述|
|--|--|--|
|15W 无线充-flash 系列|无|采用 FLASH 系列 IC 作为主控的无线充电方案；支持 Qi Base 版本的认证，支持 15W 快充；使用高性能集成全桥驱动 IC，具有发热小效率高的特点，性能可靠，产品稳定；经过反复测试，各种手机测试架和大量手机实测保证产品稳定性。团队积累一批有无线充电经验的工程师，后续方案持续升级，可以快速应对市场新需求。支持 WPC V1.2.4 最新标准认证，兼容 5W WPC 之前版本认证标准；支持功率达 5W/7.5W/10w/15W 的磁共振发射端；支持 QC2.0，兼容 QC3.0 支持 12V 快充；支持苹果手机最新系统的快充条件；支持三星全系列快充协议；方案效率高达 80%以上；功率自适应，支持低电流电源适配器；支持 FOD 功能，检测异物进入异物保护模式；双路解码，保证充电过程中的数据稳定性；灵敏识别接收设备，充电距离大于 1~10mm；带高温保护功能，有效放置过热引发的充电故障；输入电压电流检测防护，发射线圈过压防护；输入过压保护，确保电路工作稳定性；LED 灯指示充电状态；长期温度范围:0℃～75℃|

方案名称,1  5W  无线充
主控芯片,FLASH  系列无线充电专用芯片
主控封装形式,QFN20/TSSOP20
方案形式,MCU+  全桥芯片（  QFN  ）
方案效率,>80%
支持功率,5W /7.5W/ 10w/15W
Qi  认证,支持  Qi 2.1.4 Base  版本的认证
快充协议,"支持  QC2.0,  兼容  QC3.0  ，支持三星全系列快充协议，支持苹果快充"
充电协议解码方式,双路解码
异物检测,支持  FOD
充电距离,大于1  ～  10mm
保护,高温保护，电压，电流，发射线圈过压防护
特色,支持  1  2V  快充
用户指示交互,L  ED  灯指示  充电状态、异物、过压过流、充满等
温度范围,0  ℃  ～  75  ℃
