产品网址：http://www.micro-dsp.com/cn/product/mdspzd-71.asp
产品结构：root->听力计,儿童行为测听，听力测试，数字听力,微迪数字,领先的数字听力专家

|产品名称|产品型号|功能描述|
|--|--|--|
|MDSP 临床诊断听力计|ZD-71|具有多项创新技术，包括内置环境噪音监测、中文词表、鼠标发声和智能计算，直接通过互联网，将数据传送到指定地方，同时可以搜索各种临床必须的信息通过互联网，和各种硬件联系，包括康复器械、统计工具、治疗设备等；能将 OAE、ASSR、ABR 等测试结果按照认可的原则转换成相关的听力阈值，USB 数据链结，接收其它听力计数据输入或人工输入，听力数据智能可转化：HL、SLP、SL、nHL 等；对所有重要数据进行智能、即时处理和分析：分析结果、验证结果、康复决策、信息交流、咨询引导；全球首创自动测听环境噪音检测技术，内置噪音监测仪，实时检测环境噪音，并可按多种记权方式显示；内置中文测试词表，单词与词表同一屏幕显示，可顺序或任意点击单词给声，自动记录测试结果，无须 VU 表校准；实现听力计上网功能，自动保存同一患者多项测试图形和数据，强大存储空间能力，使用方便，特制数据输出便于科研分析；强大的信息管理和数据搜索技术、辅以智能计算分析功能、联机统计工具，满足 SCI 科研格式的数据库；创新的自动 PTA 计算、自动掩蔽提示，自动频谱显示；多倍频程实现精密测听；创新给声操作模式，除了使用传统键盘操作以外，还可以使用鼠标直接在听力图上给声并记录；一机多用、一机常用，采用先进的医学 DSP 工程平台，具有强大的扩展能力，而且配置灵活、升级方便，可按需求增加功能模块|




序号,功能名称,ZD-71
1,纯音测听模块,●
2,高频测听模块,●
3,言语测听模块,●
4,声场测试模块,●
5,儿童测听模块,○
6,患者管理系统模块,●
7,环境噪声监测模块,●
8,医患交流模块,●
9,蜗后鉴别测试模块,●
10,医疗数据统计模块,●
11,科研分析模块,●
12,平均听阈自动计算功能,●
13,多倍频程频率步长功能,●
14,临床掩蔽提示功能,●
15,言语清晰度数据显示功能,●
16,气骨导差值自动计算功能,●
17,临床自动掩蔽功能,●
18,共锁功能(InterLock),●
注上表中： ●为包含 ○为不包含 ×为不支持,注上表中： ●为包含 ○为不包含 ×为不支持,注上表中： ●为包含 ○为不包含 ×为不支持


附件配置,附件配置.1,附件配置.2
序号,配置名称,ZD-71
1,听力计主机,●
2,TDH-50P 气导耳机,●
3,B-71 骨导耳机,●
4,环境噪声监测仪（内置）,●
5,操作键盘,●
6,患者应答器,●
7,监听耳麦,●
8,患者麦克风,●
9,HDA200 高频耳机,○
10,ER-3A 插入式耳机,○
11,声场功放系统套件,○
12,儿童测听系统套件,○
13,打印机,○
14,监听音箱,○
15,测试麦克风,○
16,便携式扬声器,○
17,笔记本计算机,○
18,医用平板计算机,○
19,台式计算机,○
20,移动听力工作台,○
注上表中： ●为包含 ○为不包含 ×为不支持,注上表中： ●为包含 ○为不包含 ×为不支持,注上表中： ●为包含 ○为不包含 ×为不支持
