company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
西安瑞日电子发展有限公司,DC/DC 电源模块,http://www.realect.com/?tp=column&id=34,RDC-05AF10,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,DC/DC 电源模块,http://www.realect.com/?tp=column&id=34,RDC-05T03 型,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,DC/DC 电源模块,http://www.realect.com/?tp=column&id=34,RDC-05AD05 型,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,DC/DC 电源模块,http://www.realect.com/?tp=column&id=34,RDC-05AS20 型,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,DC/DC 电源模块,http://www.realect.com/?tp=column&id=34,RDC-05AQ03 型,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,DC/DC 电源模块,http://www.realect.com/?tp=column&id=34,RDC-05AS10 型,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,无,http://www.realect.com/?tp=column&id=30,无,精于设计，熟悉完善的产品设计流程，所设计的很多产品都经历了由概念设计到原型设计再到产品试制再到量产的过程。在设计高技术含量、高可靠性电子产品的时候会充分考虑到产品的工作环境、用户习惯、以及产品的可制造性、可维护性等。会采用不同环境的审美观去审视产品的表现形式，产品生命周期、价格构成方式等。在磁场分析、仪器机箱的选型、设计、安装都有专门的工程师参与整个产品设计流程，在产品开发的前期机械工程师还可以提供 3D 模型设计、包装设计、风道散热设计。在产品液晶显示方面也会有工程师亲自负责产品色调、动态结构的把握等。也非常乐意帮助用户对已经存在的设计进行更新或者解决一些问题，比如降低成本、元件替代、将原有设计移植到新的硬件或者 OS 平台上、引入新的产品特性。对自己研发的产品提供生命周期内的全方位支持以及维护。,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,无线通信,http://www.realect.com/?tp=column&id=31,无,图像压缩与解压缩、数据链、甚高频数据交换系统,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,VPX 结构雷达信号处理,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,高速解调板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,双路通用 AD&DA 板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,24 核 LRM 处理板卡,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,通用高速 AD 板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,通用高速 DA 板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,通用信号处理板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,通用存储板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,通用预处理板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,通用交换板,http://www.realect.com/?tp=column&id=4,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,信号采集记录回放设备,http://www.realect.com/?tp=column&id=35,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,高集成度机载红外图像处理记录仪,http://www.realect.com/?tp=column&id=35,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,LEF 控制器,http://www.realect.com/?tp=column&id=35,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,多波束天线测试,http://www.realect.com/?tp=column&id=35,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,滚珠丝杠式电动舵机,http://www.realect.com/?tp=column&id=32,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,谐波传动式电动舵机,http://www.realect.com/?tp=column&id=32,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,智能步进电机一体机,http://www.realect.com/?tp=column&id=32,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,直流无刷电机控制器,http://www.realect.com/?tp=column&id=32,无,无,无,0,无,0,无,0,无,0
西安瑞日电子发展有限公司,直流无刷电机驱动器,http://www.realect.com/?tp=column&id=32,无,无,无,0,无,0,无,0,无,0
