产品网址：https://www.imdetek.com/news/zpcp-369.html
产品结构：root->SPECT、伽马相机用碲锌镉像素探测器及成像系统介绍_重磅产品_新闻中心_陕西迪泰克新材料有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|像素型探测器|DT-PA02|主要用于核医学成像、γ相机等领域，具有极高的能量分辨率和空间分辨率，大尺寸晶体可有效降低系统对于入射射线剂量的要求|
|多像素能谱成像模块|MPS-256|集成了碲锌镉探测器与后端低噪声专用 ASIC 芯片，可通过直接拼接法做二次开发。模块可输出入射γ射线的能量信息及位置信息，经后端电子学处理可得到每个像素的能谱，满足在γ相机、SPECT 等领域应用|
|多像素γ能谱成像系统|CZT-γCam|使用多像素能谱成像模块，可实现 25 个以内模块任意拼接，该系统可输出所有像素的能谱数据，通过标准以太网接口和上位机链接，实现参数配置、数据处理、成像分析等功能|
|伽马相机|CZT-P-γCam|由探测器模块、准直器模块、高压模块、电子学电路、WIFI 模块、电源模块等组成。平行孔准直器可对较低能量放射源进行准直，准确测量出放射源的位置及形状|

参数类别,参数值
探测器尺寸,25.4*25.4*5.0mm³
像素尺寸,1.5*1.5mm²
像素个数,256pixels
能量分辨率,≤6%@122keV


参数类别,参数值
能量范围,20keV~700keV
功耗,240Mw/moudule
尺寸,25.5*25.5*30mm³
可拼接性,360°无死区拼接


参数类别,参数值
电源,DC+12V
功耗,＜6W
像素尺寸,1.5*1.5mm²
能量范围,20  keV  ~700keV
能量分辨率,＜6.5%@122keV
尺寸,260*190*70mm³


参数类别,参数值
像素尺寸,1.5*1.5mm²
像素个数,1024
能谱量程,20  keV  ~700keV
测量精度,＜2%@662keV
功耗,5W
续航时间,30h
外形尺寸,24*13*15cm³
重量,4.1kg
