产品网址：https://www.taixin-semi.com/Search?type=1#
产品结构：root->珠海泰芯半导体有限公司-产品选型

|产品名称|产品型号|功能描述|
|--|--|--|
|TXW80x|TXW801、TXW802、TXW803、TXW806|无|
|TXW81x|TXW813、TXW816、TXW817、TXW818、TXW81x 开发资料|无|
|TXW901|TXW901|无|
|TX8C1100|TX8C1100|无|
|TX8C1010|TX8C1010|无|
|TX8C1260|TX8C1260|无|
|TX8C1261|TX8C1261|无|
|TX8T3260|TX8T3260|无|
|TX8T3261|TX8T3261|无|
|TX8T3262|TX8T3262|无|
|TX8T3263|TX8T3263|无|
|TX8T3265|TX8T3265|无|
|TX8M2260|TX8M2260|无|
|TX8M2261|TX8M2261|无|
|TX32M2300(TXM2000)|TX32M2300(TXM2000)|无|
|TX8M2262|TX8M2262|无|
|TX8W7000|TX8W7000|无|
|TX8W7011|TX8W7011|无|
|TX8W7260|TX8W7260|无|
|TX8W7261|TX8W7261|无|
|TX8W7262|TX8W7262|无|

型号,封装尺寸(mm),主控,主频（MHz）,RAM（Byte）,GPIO,工作电压（V）,工作温度（℃）,高级Timer,通用Timer,WatchDog,PWM,UART,SPI,IIC,ADC,代码加密,SDIO,USB,RMII,工作频段(MHz),SDC,M2M DMA,AES,CRC.1,TRNG,EMC认证
TX-M801-S,12*12,CK803,180.0,330*1024,5.0,3 ~ 3.6,-20 ~ 70,6*16bit,6*32bit,1.0,5.0,2,1,2,2,√,1,1,,2.4G,1.0,2.0,1.0,1.0,1.0,
TX-M801-U,12.2*12.9,CK803,180.0,330*1024,,3 ~ 3.6,-20 ~ 70,6*16bit,6*32bit,1.0,,,,,,√,,1,,2.4G,,2.0,1.0,1.0,1.0,
TX-AH-R900PNR-860M,17.0×15.0×2.4,TXW8301,,,,3.0 ~ 3.4,-20 ~ 70,,,,,√,√,√,10bit*1,,√,√,√,859 ~ 894,,,,,,CE
TX-AH-R900PNR,17.0×15.0×2.4,TXW8301,,,,3.0 ~ 3.4,-20 ~ 70,,,,,√,√,√,10bit*1,,√,√,√,902 ~ 928,,,,,,FCC
TX-AH-R900P,17.0×15.0×2.4,TXW8301,,,,3.0 ~ 3.4,-20 ~ 70,,,,,√,√,√,10bit*1,,√,√,√,860 ~ 928,,,,,,FCC/CE
