产品网址：http://www.eliteoptronics.com/toCanLaser/index.htm
产品结构：root->封装TO-CAN产品-武汉云岭光电股份有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|Laser|2.5G 1310nm FP TO-CAN|无|
|Laser|2.5G 1270nm DFB TO-CAN|无|
|Laser|2.5G 1310nm DFB TO-CAN|无|
|Laser|2.5G 1490nm DFB TO-CAN|无|
|Laser|10G 1310nm FP TO-CAN|无|
|Laser|10G 1270nm DFB TO-CAN|无|
|Laser|10G 1310nm DFB TO-CAN|无|
|Laser|10G BiDi 1270/1330nm DFB TO-CAN|无|
|Laser|10G CWDM 1271/1291/1311/1331/1351/1371nm DFB TO-CAN|无|
|Laser|10G CWDM 1471/1491/1511/1531/1551/1571nm DFB TO-CAN|无|
|Laser|25G 1310nm EML TO-CAN|无|
|Laser|25G 1310nm DFB TO-CAN|无|
|Laser|25G BIDI 1270/1330nm DFB TO-CAN|无|
|Laser|CWDM 25G 1271/1291/1311/1331/1351/1371nm DFB TO-CAN|无|
