产品网址：https://www.kewell.com.cn/Products/index.html
产品结构：root->Kewell-科威尔-让测试精准便捷|官方网站

|产品名称|产品型号|功能描述|
|--|--|--|
|测试电源|TS8000 系列动力电池包 EOL 测试系统|无|
|测试电源|TS8000 系列直流充电桩测试系统|无|
|测试电源|TS8000 系列直流充电模块测试系统|无|
|测试电源|TS8000 系列光储逆变器测试系统|无|
|测试电源|TS8000 系列直流器件测试系统|无|
|测试电源|TS8000 系列燃料电池 DCDC 测试系统|无|
|测试电源|TS8000 系列电动汽车充电机 OBC&DCDC 测试系统|无|
|测试电源|直流电源/直流负载 D2000-EV 系列可编程双向直流电源|无|
|测试电源|直流电源/直流负载 D2000-IV 系列可编程双向直流电源|无|
|测试电源|直流电源/直流负载 C3000 系列可编程高性能直流电源|无|
|测试电源|直流电源/直流负载 S7000 系列可编程双向直流源载系统|无|
|测试电源|直流电源/直流负载 E5000 系列可编程直流电子负载|无|
|测试电源|交流电源/交流负载 A2000 系列可编程双向交流电源|无|
|测试电源|交流电源/交流负载 G6000 系列可编程双向交流源载系统|无|
|测试电源|交流电源/交流负载 A1100 系列电机模拟器|无|
|测试电源|交流电源/交流负载 A1000 系列可回馈交流模拟电网电源|无|
|测试电源|充放电测试系统 B2000-EC 系列电芯充放电测试系统|无|
|测试电源|充放电测试系统 D1000 系列电池包充放电电源|无|
|氢能测试及智能制造装备|C100 单池|无|
|氢能测试及智能制造装备|FCTS-S 短堆测试系统（500W-60kW）|无|
|氢能测试及智能制造装备|FCTS-S 大功率电堆测试系统（60kW-400kW）|无|
|氢能测试及智能制造装备|PEM 燃料电池系统测试|无|
|氢能测试及智能制造装备|FCTS-M 系列燃料电池发动机测试|无|
|氢能测试及智能制造装备|PEM 燃料电池子系统测试平台|无|
|氢能测试及智能制造装备|氢气子系统测试|无|
|氢能测试及智能制造装备|空气子系统测试|无|
|氢能测试及智能制造装备|热管理子系统测试|无|
|氢能测试及智能制造装备|PEM 电解槽测试|无|
|氢能测试及智能制造装备|E500-L 单池常压版|无|
|氢能测试及智能制造装备|E500-H 单池高压版|无|
|氢能测试及智能制造装备|单池多通道版|无|
|氢能测试及智能制造装备|HETS-PEM-S 系列电解槽测试|无|
|氢能测试及智能制造装备|AEM 电解槽测试|无|
|氢能测试及智能制造装备|E500-AEM-L 单池常压版|无|
|氢能测试及智能制造装备|E500-AEM-H 单池高压版|无|
|氢能测试及智能制造装备|HETS-AEM-S 系列电解槽测试|无|
|氢能测试及智能制造装备|ALK 电解槽测试|无|
|氢能测试及智能制造装备|E500-ALK-L 单池常压版|无|
|氢能测试及智能制造装备|E500-ALK-H 单池高压版|无|
|氢能测试及智能制造装备|HETS-ALK-S 系列电解槽测试|无|
|氢能测试及智能制造装备|EIS 阻抗测试|无|
|氢能测试及智能制造装备|大功率电堆阻抗测试|无|
|氢能测试及智能制造装备|TestWell 测试软件|无|
|功率半导体测试与智能制造装备|多功能键合机|无|
|功率半导体测试与智能制造装备|功率器件热特性测试系统|无|
|功率半导体测试与智能制造装备|IGBT 静态测试系统|无|
|功率半导体测试与智能制造装备|IGBT 动态测试系统|无|
|功率半导体测试与智能制造装备|HTRB 高温反偏测试系统|无|
|功率半导体测试与智能制造装备|IGBT 动静态测试自动化产线方案|无|
