产品网址：https://huahuan.com/en/index.php?m=default.product_detail&fid=2&ccid=44&scid=93&ncid=95&deid=161
产品结构：root->Huahuan_Products_SmartEnterpriseGateway_H5600IntegratedServiceAccessDevice

|产品名称|产品型号|功能描述|
|--|--|--|
|Smart Enterprise Gateway|H5600|提供多种功能，适用于不同网络，满足客户需求。具有小尺寸、低功耗、高可靠性等特点，易于维护和管理，可广泛应用于电力、石油、市政、水利监测、交通等领域。支持多种保护机制，包括 E1 1+1 保护、E1 环保护、SNCP 和 1+1 MSP、1+1 双控制器保护、主控卡 1+1 保护、电源卡 1+1 保护等。支持多种业务，包括 PCM 语音业务、低速同步数据业务、异步数据业务、PDH 业务、以太网业务等。支持三层路由卡、RS-232 会议、2 线/4 线音频语音会议、模拟电话会议等。|

Cross-connection Capacity  (None-blocking),64K Level Cross-connection: 62 x 62 E1s
Cross-connection Capacity  (None-blocking),"SDH Cross-connection: 32 x 32 VC-4s, 96 x 96 VC-3s, 2016 x 2016 VC-12s"
Cross-connection mode,"Bidirectional, Unidirectional, Multicast/broadcast and Loopback"


CPU redundant protection,Support 1+1 CPU redundant protection
Protection capability,Support 1+1 protection of both intra-card and inter-card
Protection capability,SNCP  1+1 MSP
Power redundant supply,Support 1+1 power supply protection
NM channel,N*64 kbit/s in-band monitoring  Monitoring channels of PCM cards(HDLC mode)
Chassis dimention  (W x D x H),440mm  ×280mm×130mm
Power supply,DC power supply: -48 V DC(-72 ~ -36 VDC)  AC power supply: 220 V AC(140 ~ 265 VAC)
Maximum Power Consumption (Depends on actual applications,Typical application:  ≤85W
"Operating environment (temperature, humidity)",Temperature: -15°C ~ +55°C  Humidity: 0-95%RH  (non-condensing)
"Storage environment  (temperature, humidity)",Temperature: -40°C ~ +105°C  Humidity: 0-95%RH


Items,Standards and Protocols
C37.94 optical port,IEEE C37.94TM-2002
Audio voice port,"G.711, G.713"
A  synchronous data port,"V.24, V.11"
Co-directional data port,G.703
E1 port,"G.703  , G.704"
Clock and performance,"G.813, G.823, G.825"
Ethernet port,IEEE 802  G.7041/G.704 2/G.7043 and G.8040
