产品网址：https://www.hesaitech.com/product/at512
产品结构：root->AT512AutomotiveUltra-HighResolution,Ultra-Long-RangeLidar|HESAITechnology

|产品名称|产品型号|功能描述|
|--|--|--|
|Automotive Long-Range Lidar|AT128|无|
|Automotive Short-Range Lidar|FT120|无|
|Superior Precision, Cost-Effective Solution|XT32/XT32M/XT16|无|
|360° Primary Lidar for Large-Scale Deployment|OT128|无|
|All-Around Performance, 360° Coverage|Pandar128|无|
|All-Around Performance, 360° Coverage|Pandar64|无|
|All-Around Performance, 360° Coverage|Pandar40P|无|
|All-Around Performance, 360° Coverage|Pandar40M|无|
|Close Object Detection, Ultra-Wide View|QT128|无|
|Close Object Detection, Ultra-Wide View|QT64|无|
|Automotive Long-Range Lidar, Behind Windshield Installation|ET25|无|
|Remote Methane Leak Detector|Handheld|无|
|Remote Methane Leak Detector|Drone-Mounted|无|
