产品网址：https://en.taixin-semi.com/Product
产品结构：root->珠海泰芯半导体有限公司-首页

|产品名称|产品型号|功能描述|
|--|--|--|
|TXW801|无|无|
|TXW802|无|无|
|TXW803|无|无|
|TXW806|无|无|
|TX8C1010|无|高性能低功耗的 8051 内核 MCU，工作主频最高为 32MHz，内置 4K+256 字节闪存存储器（支持类 EEPROM），512 字节 SRAM|
|TX8C1260|无|无|
|TX8T3260|无|无|
|TX8T3261|无|无|
|TX8T3262|无|无|
|TX8T3263|无|无|
|TX8T3265|无|无|
|TX8M2260|无|无|
|TX32M2300(TXM2000)|无|无|
|TX8M2261|无|无|
|TX8P6010|无|无|
|TX8W7010|无|无|
|TX8W7260|无|无|
|TX8W7261|无|无|
|TX8W7011|无|无|
|TX8W7262|无|无|
|TX-AH-Rx00P 模块|无|集成 802.11ah SOC TXW83xx，工作在 730Mhz~950Mhz 频率范围，支持 1M/2M/4M/8M 信道带宽，支持数据速率从 150kbps 到 32.5Mbps，支持 SDIO、USB、SPI、UART 与应用处理器接口，支持 RMII 实现单模块低成本无线网桥解决方案，支持 STA 低功耗模式，AP 低功耗模式电流消耗最多 10mA，支持中继模式扩展无线信号覆盖范围，支持漫游模式允许 STA 在每个 AP 之间漫游，支持组播模式向多台机器发送单个数据包|
