company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
上海奎芯集成电路设计有限公司,Die-to-Die 接口,https://www.m2ipm2.com/ProductsSt_D2DUCIe10.html,D2D(UCIe 1.0),提供同一封装中两个芯片管芯之间的数据接口，兼容 UCIe v1.0 规范，包括管芯到管芯适配器层和物理层，具有低功耗、紧凑的占位面积和强大的性能，适用于高性能计算、AI、多媒体 SoC 和管芯到管芯互连等应用,MSquareChiplet|D2D(UCIe1.0),1049591502,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,Die-to-Die interface,https://www.m2ipm2.com/ProductsSt_D2DUCIe11.html,D2D(UCIe 1.1),提供同一封装内两个芯片管芯之间的数据接口，包含 Die-to-Die 适配器层和物理层，每层都有一个边带接口，用于提供链路训练和访问链路伙伴寄存器的反向通道。具有低功耗、紧凑面积和强大性能，适用于高性能计算、AI 或多媒体 SoC 以及 Die-to-Die 互连等目标应用。,MSquareChiplet|D2D(UCIe1.1),651840138,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,基础库 IP,https://www.m2ipm2.com/ProductsSt_jckIP.html,无,无,奎芯科技|基础库IP,3433363800,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,M2LINK,https://www.m2ipm2.com/ProductsSt_M2LINK.html,无,系列升级产品，敬请期待！,奎芯科技Chiplet|M2LINK,8153431981,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,IP Customization,https://www.m2ipm2.com/ProductsSt_IPCustomization.html,无,MSquare 提供定制化的 IP 设计服务，根据客户在功能、性能和功耗方面的独特需求进行定制设计。通过定制设计，客户能够开发出与众不同的产品，从而在市场上获得竞争优势。,奎芯科技IP设计服务|IPCustomization,8378213639,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,IP Hardening,https://www.m2ipm2.com/ProductsSt_IPHardening.html,MSquare,"transforms software IPs into hardware IPs for direct integration into chip design workflows. This method streamlines design processes, conserves resources, minimizes design risks, and accelerates product launches, enhancing the return on investment for our clients.",奎芯科技IP设计服务|IPHardening,1721197652,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,IP Integration,https://www.m2ipm2.com/ProductsSt_IPIntegration.html,MSquare,"offers IP integration services, combining different IP modules into a single chip design to achieve complex functionalities while enhancing design efficiency. By leveraging our integration services, clients can avoid redundant development of similar functionalities, saving development costs and time, and speeding up time-to-market to meet market demands.",奎芯科技IP设计服务|IPIntegration,2341728472,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,ADC,https://www.m2ipm2.com/ProductsSt_dxgxtc.html,无,无,奎芯科技其他IP|ADC,8804530528,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,PLL/DLL,https://www.m2ipm2.com/ProductsSt_hxgkkc.html,无,无,奎芯科技其他IP|PLL/DLL,6884099123,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,eDP,https://www.m2ipm2.com/ProductsSt_eDP.html,无,MSquare 的 eDP PHY 是一种高度可靠的显示接口解决方案，支持 4K 及更高分辨率。通过以更高的比特率运行，该 eDP 解决方案减少了与 LVDS、DVI 和 HDMI 等接口相比所需的电线和引脚数量。它完全符合 eDP v1.5 和 v1.4b 标准，能够在多达 4 个通道的配置中以每通道高达 8.1Gb/s 的速度驱动。它由 eDP PHY 的主链路和 AUX 通道的电气子块组成。MSquare 提供具有卓越 PPA 的 eDP，并根据客户规格提供定制。,奎芯科技接口IPeDP,7935231099,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,HBM3,https://www.m2ipm2.com/ProductsSt_HBM.html,无,支持 JESD235E（HBM3）内存标准，适用于高内存吞吐量和低延迟应用。由 PHY 和内存控制器组成，支持 HBM3 SDRAM 速度从 4.8Gbps/pin 到 6.4Gbps/pin。提供灵活的配置，包括仅 PHY、PHY+控制器和仅控制器。优化了 12nm 工艺，包括自己的 PLL 和 IO，支持基于固件的训练和基于硬件的训练，可选附加 IP 以实现最佳性能，最小化面积和功耗,奎芯科技接口IPHBM,2039934578,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,HDMI,https://www.m2ipm2.com/ProductsSt_HDMI.html,无,无,奎芯科技接口IPHDMI,5184571707,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,LPDDR4X PHY,https://www.m2ipm2.com/ProductsSt_LPDDR4X.html,无,是一种收发器物理层 IP 接口解决方案，专为 ASIC 和 SOC 设计。兼容通用 IP 协议 DFI 4.0，可在每个通道 16 位数据宽度下以高达 4267Mbps 的数据速率运行。具有混合模拟/数字架构，提供低功耗、紧凑的占位面积和强大的性能，适用于 LPDDR4X 应用。,奎芯科技接口IPLPDDR4X,3964714170,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,LPDDR5X/4X PHY,https://www.m2ipm2.com/ProductsSt_LPDDR5X.html,LPDDR4X、LPDDR5X,是一款收发器物理层 IP 接口解决方案，适用于 ASIC 和 SOC。兼容通用 IP 协议 DFI 5.0，每个通道的数据速率高达 8533Mbps，具有 16 位数据宽度。具有灵活的配置选项，可用于支持 LPDDR5X、LPDDR5 和 LPDDR4X SDRAM 的各种移动应用。采用混合模拟/数字架构，具有低功耗、紧凑的占位面积和强大的性能，非常适合 LPDDR5X/4X PHY 应用。,奎芯科技接口IPLPDDR5X,1411494307,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,MIPI C/D PHY,https://www.m2ipm2.com/ProductsSt_MIPICDPHY.html,无,无,奎芯科技接口IPMIPIC/DPHY,4199082337,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,ONFI5.0 PHY IP,https://www.m2ipm2.com/ProductsSt_ONFI50.html,无,支持 Open NAND Flash Interface（ONFI）5.0 规范的所有模式，可用于 SSD 和嵌入式存储器产品，具有可扩展通道和可定制 CE/RB Pad 数量的特点，支持多种模式和功能，包括 NV-DDR2、NV-DDR3、NV-LPDDR4 等，还支持 PHY 独立的 TX/RX 训练模式、DFI 1:1/1:2 比例模式、自检模式、环回测试、ODT 可编程和 ZQ 校准等，集成了低抖动 PLL 和 DLL,奎芯科技接口IPONFI5.0,2255266794,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,ONFI5.1 PHY,https://www.m2ipm2.com/ProductsSt_ONFI51.html,无,是一款高性能、低功耗的 PHY IP，支持 Open NAND Flash Interface（ONFI）5.1 规范的所有模式。ONFI 是连接外部闪存颗粒（NAND Flash）和内部闪存控制器（NAND Controller）的接口，广泛应用于固态硬盘（SSD）产品。为了简化实现，MSquare ONFI5.1 PHY 支持可扩展通道和可定制的 CE/RB 引脚数量。,奎芯科技接口IPONFI5.1,720758260,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,PCIe 4.0 PHY IP,https://www.m2ipm2.com/ProductsSt_InSARygsjclfw.html,无,包括高速、高效、经济的收发器，可提升当今高性能和高带宽应用，如数据中心、汽车、企业计算和高性能嵌入式系统。具有低功耗和紧凑的硅片面积。其强大的 PHY 架构可容忍工艺、电压和温度（PVT）变化。该 IP 集成了高速混合信号电路，支持 16Gbps 的 PCIe 4.0 流量。向后兼容 PCIe 3.1 数据速率为 8.0Gbps、PCIe 2.1 为 5.0Gbps 和 PCIe 1.1 为 2.5Gbps。多标签收发器设计，配有强大的 BIST、嵌入式误码率（BER）测试仪和内部眼图监视器，使设计人员无需昂贵的测试设备即可控制、测试和监控信号完整性。,奎芯科技接口IPPCIe,1299872507,无,0,无,0,无,0
上海奎芯集成电路设计有限公司,SerDes,https://www.m2ipm2.com/ProductsSt_SerDes.html,无,SerDes PHY IP 为高带宽应用提供高性能、多通道能力和低功耗架构。支持从 1.25G 到 10.3125Gbps 的数据速率，包括 XFI、SFI、10GBASE-Kr、CEI、XAUI、USXGMII。支持 1.25G 到 10.3125Gbps 的数据速率和紧凑的芯片面积（2 通道<0.55mm²）；支持>20dB 的通道损耗；支持 RX 信号丢失检测；支持 X1、X2 和 X4 通道；可访问的寄存器控制允许用户对关键参数进行特定优化（例如 TXPLL 带宽、TX 去加重级别、CDR 带宽和 EQ 强度）；支持 FOM 进行链路均衡训练；支持强大的 BIST 功能进行大规模生产测试；支持引线键合和倒装芯片封装；可在 7nm、12nm、14nm、16nm 和 28nm 工艺节点上使用,奎芯科技接口IPSerDes,2321622156,无,0,无,0,无,0
