产品网址：http://www.hpmicro.com/product/series.html?id=e1869a4a-6f70-49d1-b4de-5d52e0824d79
产品结构：root->先楫半导体

|产品名称|产品型号|功能描述|
|----|----|----|
|微控制器|HPM6700/6400 系列|RISC-V 内核支持双精度浮点运算及强大的 DSP 扩展，主频高达 816MHz，创下了高达 9220CoreMark 和高达 4651DMIPS 的 MCU 性能新记录；支持多种外部存储器；显示设备；通讯接口；电机系统；模拟外设；安全|




HPM6750,双核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN FD,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",-40~105
HPM64A0 汽车级高性能MCU,单核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN FD,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",AEC-Q100 G2: -40℃~105℃ Ta
HPM6730,双核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",
HPM6450,单核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN FD,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",
HPM6430,单核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",





HPM6750,双核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN FD,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",-40~105
HPM64A0 汽车级高性能MCU,单核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN FD,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",AEC-Q100 G2: -40℃~105℃ Ta
HPM6730,双核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",
HPM6450,单核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN FD,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",
HPM6430,单核 32 位 RISC-V 处理器,2088,"4×I2S,1×数字音频输出",千兆,CAN,USB HS w/ PHY ×2,"AES128/256, SHA-1/256","3×12位,1×16位","14×14 289BGA 0.8P,10×10 196BGA 0.65P",
