company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
深圳市宏芯达科技有限公司,Infrared transceiver chip,https://www.hxdkj88.com/en/product/product_list/catid/1.html,"HXD019D,019B,019C",无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,Infrared transceiver module,https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD019M,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,Infrared measuring Ma,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,Infrared chip,https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD019C,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,Infrared chip,https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD019B,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,Infrared chip,https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD019A,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,"TV single brand universal remote control IC, chip",https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD0114,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,wireless remote control IC infrared signal processing chip,https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD089,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,HXD0550-IRLED,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,HXD2085A Infrared receiving head,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,HXD5038-90 Plug in infrared LED lamp,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,hxd051C-IRLED Mobile phone infrared universal remote control patch lamp,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,New HXD2286 WiFi infrared,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,HXD1265-Bluetooth 4.0 Factory direct sales of new mobile phone remote controller,https://www.hxdkj88.com/en/product/product_list/catid/1.html,无,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,"Intelligent infrared remote control decoder, tester, detector, measuring instrument",https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD1020,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,"Intelligent infrared remote control decoder, tester, detector, measuring instrument",https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD1001,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,"Factory direct remote control decoder board, ID decoder board",https://www.hxdkj88.com/en/product/product_list/catid/1.html,HXD1001A,无,Chiphardware,6006198026,无,0,无,0,无,0
深圳市宏芯达科技有限公司,TV 单品牌通用遥控器 IC,https://www.hxdkj88.com/en/product/product_show/itemid/52.html,HXD0114,4K、8K、16K、64K、120K 芯片，适用于多种不同设备码号，功能灵活易修改，可定制，性价比高。内置三极管、复位电路,"HXD0114TVsinglebranduniversalremotecontrolIC,chip,variousbrands,suchasremotecontrolchip",7965275928,无,0,无,0,无,0
