产品网址：http://www.bydmicro.com/cn/service.html
产品结构：root->产品_制造与服务_比亚迪半导体

|产品名称|产品型号|功能描述|
|--|--|--|
|IGBT 晶圆|无|专注汽车级、工业级和消费级应用，可广泛用于新能源汽车电机驱动及转向助力、变频空调、电焊机等领域。提供 600V/1200V 工艺代工平台，并可根据客户需求提供定制化服务。|
|FRD 晶圆|无|正向导通电压具有正、负温度系数两大工艺平台，电压范围涵盖 200V~1200V，主要应用于汽车电子、工业焊机、变频空调等领域。|
|CMOS 晶圆|无|提供代工工艺平台，具有常规 CMOS、DDDMOS 和 LDMOS 结构，工作电压 5V~40V。可选增加工艺：HiR:1-3Kohm/SQ、PIP:0.54-1.4 fF/um2、Zener:5-6V、Power top metal:1.5um、Metal fuse:With top metal。|
|TMBS 晶圆|无|提供代工工艺平台，具有 20V~150V TMBS（沟槽 MOS 肖特基）成熟工艺。|
|封装测试|无|提供 DFN/QFN 类封测代工服务，可按客户要求定制封装外形尺寸。|

工艺平台,VCES(V),IC(A),VGES(V),VCE(sat)(V),VGE(th)(V),ICES(μA),IGES(nA),TJ(℃),备注,下载
工艺平台,VCES(V),IC(A),VGES(V),VCE(sat)(V),TYP.,MAX.,MAX.,MAX.,备注,下载
工艺平台,VCES(V),IC(A),VGES(V),VCE(sat)(V),TYP.,MAX.,MAX.,MAX.,备注,下载
600V,600,客户指定,±20,客户指定,5.5,2,200,150,VCE（sat)、VGE（th)等参数，根据客户需求调整,
1200V,1200,客户指定,±20,客户指定,6,2,200,150,VCE（sat)、VGE（th)等参数，根据客户需求调整,


工艺平台,VRRM (V),IF(AV) (A),IR(μA),VBR(V)@IR=0.25mA,VBR(V)@IR=0.25mA.1,TJ(℃),备注,下载
工艺平台,VRRM (V),IF(AV) (A),IR(μA),VBR(V)@IR=0.25mA,VBR(V)@IR=0.25mA,TJ(℃),备注,下载
工艺平台,VRRM (V),IF(AV) (A),IR(μA),VBR(V)@IR=0.25mA,VBR(V)@IR=0.25mA,TJ(℃),备注,下载
600V,600,客户指定,2,720,650,150,VF/Trr等参数，根据客户需求调整,
200V,200,客户指定,2,300,240,150,VF/Trr等参数，根据客户需求调整,
750V,750,客户指定,2,860,800,150,VF/Trr等参数，根据客户需求调整,
400V,400,客户指定,2,630,500,150,VF/Trr等参数，根据客户需求调整,
1200V,1200,客户指定,2,1380,1270,150,VF/Trr等参数，根据客户需求调整,


工艺平台,Unnamed: 1,L  (um),S  (um),Vdsmax  (v),Vgsmax  (v),Vth  (v),Vsnapback  (v),BV  (v),"Pitch,Asym  (um)","Ron,Asym  (mΩ-cm2)","Pitch,Asym  (um).1","Ron,Sym  (mΩ-cm2)",下载
工艺平台,,L  (um),S  (um),Vdsmax  (v),Vgsmax  (v),Vth  (v),Vsnapback  (v),BV  (v),"Pitch,Asym  (um)","Ron,Asym  (mΩ-cm2)","Pitch,Asym  (um)","Ron,Sym  (mΩ-cm2)",下载
工艺平台,,L  (um),S  (um),Vdsmax  (v),Vgsmax  (v),Vth  (v),Vsnapback  (v),BV  (v),"Pitch,Asym  (um)","Ron,Asym  (mΩ-cm2)","Pitch,Asym  (um)","Ron,Sym  (mΩ-cm2)",下载
12V/12V,PMOS,3,1.5,-12,-12,-1.1,<-20,<-20,7.2,3.56,8.2,4.87,
12V/12V,NMOS,3,1.5,12,12,1.3,＞20,＞20,7.2,1.14,8.2,1.72,
12V/5V,NMOS,3,1.5,12,5,0.75,＞20,＞20,7.2,1.47,8.2,2.21,
12V/5V,PMOS,3,1.5,-12,-5,-0.95,<-20,<-20,7.2,4.03,8.2,5.4,
40V/40V,PMOS,3,3,-40,-40,-2.5,<-50,<-50,9.8,5.43,13.4,8.96,
40V/40V,NMOS,3,3,40,40,2.5,＞50,＞50,9.8,1.42,13.4,2.35,
40V/5V,NMOS,3,3,35,5,0.66,＞35,＞50,9.8,1.1,13.4,1.6,
40V/5V,PMOS,3,3,-40,-5,-0.85,<-50,<-50,9.8,3.6,13.4,4.87,


工艺平台,VRRM(V),IF(AV)(A),VBR(V)@ IR=0.25mA(TYP.),VBR(V)@ IR=0.25mA(MIN.),TJ(℃)(MAX.),备注,下载
工艺平台,VRRM(V),IF(AV)(A),VBR(V)@ IR=0.25mA(TYP.),VBR(V)@ IR=0.25mA(MIN.),TJ(℃)(MAX.),备注,下载
工艺平台,VRRM(V),IF(AV)(A),VBR(V)@ IR=0.25mA(TYP.),VBR(V)@ IR=0.25mA(MIN.),TJ(℃)(MAX.),备注,下载
0.7um 100V,20,客户指定,112,106,125,VF/IR等参数，根据客户需求调整,
0.7um 40V,40,客户指定,50,45,125,VF/IR等参数，根据客户需求调整,
0.7um 120V,120,客户指定,135,125,125,VF/IR等参数，根据客户需求调整,
0.7um 80V,80,客户指定,95,85,125,VF/IR等参数，根据客户需求调整,
0.7um 150V,150,客户指定,165,155,125,VF/IR等参数，根据客户需求调整,
0.7um 20V,20,客户指定,30,25,125,VF/IR等参数，根据客户需求调整,


封装形式/Package,封装厚度/Thickness  （mm）,管脚数量/Pins,管脚间距/Pitch  （mm）,外形图示/Picture,下载
封装形式/Package,封装厚度/Thickness  （mm）,管脚数量/Pins,管脚间距/Pitch  （mm）,外形图示/Picture,下载
封装形式/Package,封装厚度/Thickness  （mm）,管脚数量/Pins,管脚间距/Pitch  （mm）,外形图示/Picture,下载
DFN1.0X0.6C,0.5,2,0.65,,
DFN1.0X0.6E,0.5,3,0.35,,
DFN1.6X1.0A,0.5,6,0.5,,
DFN1.6X1.6A,0.5,8,0.5,,
DFN1.6X1.6B,0.55,6,0.5,,
DFN2.0X1.0A,0.5,5,0.8,,
DFN2.0X1.0B,0.5,8,0.5,,
DFN2.0X2.0A,0.5,3,1.3,,
DFN2.0X2.0B,0.55/0.75,6,0.65,,
DFN2.0X2.0C,0.55/0.75,8,0.5,,
DFN2.0X2.0M,0.55/0.75,6,0.65,,
DFN2.5X1.0A,0.55/0.50,10,0.5,,
DFN3.0X2.0B,0.5,10,0.60/0.65,,
DFN2.6X2.6A,0.5,10,0.5,,
QFN4.0X4.0A,0.75,16,0.65,,
DFN1.9X1.6A,0.5,6,0.5,,
DFN2.2X2.9C,0.5,6,0.5,,
DFN2.2X2.9A,0.75,6,0.5,,
DFN2.43X3.45A,0.65,4,不规则,,
DFN3.0X2.0A,0.75,6,0.5,,
DFN2.0X2.0DD,0.50,6,0.65,,
DFN2.0X5.0B,0.75,6,0.50,,
DFN2.0X2.0E,0.5,3,1.3,,
DFN1.2X1.3A,0.5,6,0.4,,
DFN4.1X2.0A,0.5,10,0.8,,
DFN1.5X2.0A,0.55,6,0.5,,
DFN2.1X4.1A,0.65,4,不规则,,
DFN3.0X3.0A,0.75,8,0.65,,
QFN4.0X4.0B,0.75,32,0.4,,
QFN7.0X7.0A,0.75,64,0.35,,
